Ligand,Old Indexes,New Indexes,Deprotonation Type
GIRLAV,"[29, 31]","[29, 30]",Single Deprotonation
BZMALA,"[10, 11]","[10, 11]",Single Deprotonation
NEZTOE,"[5, 7]","[5, 6]",Single Deprotonation
XISVEB,"[3, 5]","[3, 4]",Single Deprotonation
XODWOF,"[1, 24]","[1, 24]",No Deprotonation
BOBYID,"[1, 4]","[1, 4]",No Deprotonation
TURPED,"[0, 4]","[0, 3]",Single Deprotonation
PIMYER,"[1, 2]","[1, 2]",Single Deprotonation
BAFDIX,"[0, 3]","[0, 3]",Single Deprotonation
PUGSAM,"[2, 3]","[2, 3]",No Deprotonation
GOXQAN,"[0, 1]","[0, 1]",Single Deprotonation
UTIGIO,"[2, 7]","[2, 7]",Single Deprotonation
WAJNOO,"[22, 27]","[22, 27]",No Deprotonation
TOGZIY,"[18, 20]","[18, 20]",Single Deprotonation
JADCEA,"[0, 1]","[0, 1]",No Deprotonation
WUZSUH,"[1, 4]","[1, 4]",No Deprotonation
JUKRUC,"[10, 11]","[10, 11]",Single Deprotonation
BURZUJ01,"[11, 16]","[11, 16]",Single Deprotonation
KACLOR,"[4, 5]","[4, 5]",No Deprotonation
HONXOA,"[31, 32]","[31, 32]",Single Deprotonation
BOTFEW,"[2, 8]","[2, 8]",No Deprotonation
CEJSOA,"[1, 2]","[1, 2]",No Deprotonation
MECXAV,"[0, 18]","[0, 17]",Single Deprotonation
LIFYEH,"[1, 2]","[1, 2]",Single Deprotonation
MUDRAG,"[0, 1]","[0, 1]",Double Deprotonation
GUGLIE,"[1, 2]","[1, 2]",Double Deprotonation
NUNFAD,"[0, 1]","[0, 1]",Single Deprotonation
DAQCOQ,"[1, 13]","[1, 13]",No Deprotonation
FEFJEH,"[1, 5]","[1, 5]",Single Deprotonation
BUDCUA,"[41, 43]","[41, 43]",Single Deprotonation
AWUTOD,"[4, 5]","[4, 5]",Single Deprotonation
FEWGUM,"[0, 1]","[0, 1]",Single Deprotonation
KAXTAH,"[0, 2]","[0, 1]",Single Deprotonation
FEKYUS,"[0, 3]","[0, 3]",Single Deprotonation
EVEMAU,"[2, 3]","[2, 3]",No Deprotonation
ADOSHC,"[30, 31]","[28, 29]",Double Deprotonation
SUDFOO02,"[2, 3]","[1, 2]",Single Deprotonation
BUTBAV,"[0, 40]","[0, 40]",Single Deprotonation
RUXDOG,"[4, 7]","[4, 7]",No Deprotonation
KUBMEZ,"[16, 17]","[16, 17]",Single Deprotonation
MUJSUF,"[48, 54]","[48, 54]",No Deprotonation
KEWGAV,"[27, 29]","[27, 28]",Double Deprotonation
AZAJAM,"[4, 6]","[4, 5]",Double Deprotonation
CITRIG01,"[0, 3]","[0, 3]",No Deprotonation
VOQXOP01,"[1, 3]","[1, 2]",Single Deprotonation
MATQOO,"[18, 19]","[18, 19]",No Deprotonation
CUBRUM,"[6, 7]","[6, 7]",No Deprotonation
GIVDUN,"[1, 3]","[1, 3]",Single Deprotonation
XIJBOK,"[4, 8]","[4, 8]",No Deprotonation
RUDLOT,"[14, 27]","[14, 27]",No Deprotonation
AZOLOR,"[1, 7]","[1, 7]",No Deprotonation
YISMIZ,"[2, 4]","[2, 3]",Single Deprotonation
PUWSAD,"[20, 21]","[20, 21]",Double Deprotonation
DEKKIO,"[1, 4]","[1, 4]",Single Deprotonation
VAXGEI,"[1, 4]","[1, 4]",No Deprotonation
WEXJAM,"[14, 16]","[14, 16]",No Deprotonation
ASIQUP,"[35, 36]","[35, 36]",No Deprotonation
JEDLAG01,"[8, 11]","[8, 11]",Double Deprotonation
XIMXID,"[2, 4]","[2, 4]",No Deprotonation
ADENOS01,"[16, 17]","[16, 17]",Double Deprotonation
ZZZBWY10,"[12, 15]","[12, 15]",Single Deprotonation
PILSEK,"[43, 45]","[43, 45]",No Deprotonation
COSXIT,"[4, 7]","[4, 7]",Single Deprotonation
CACQAA,"[11, 21]","[11, 21]",No Deprotonation
LUQJEN,"[1, 5]","[1, 5]",No Deprotonation
WOBKAZ,"[1, 3]","[1, 2]",Double Deprotonation
JACZIX,"[0, 2]","[0, 1]",Double Deprotonation
BAVJEP,"[0, 6]","[0, 6]",No Deprotonation
HONNUT,"[2, 3]","[2, 3]",No Deprotonation
MOPRDB10,"[0, 11]","[0, 11]",Single Deprotonation
SOVMUM,"[32, 34]","[32, 33]",Double Deprotonation
FELNIW,"[51, 56]","[51, 56]",No Deprotonation
VELLII,"[1, 3]","[1, 2]",Single Deprotonation
GALCIF,"[10, 14]","[10, 14]",Single Deprotonation
GAHBEZ,"[27, 29]","[27, 28]",Single Deprotonation
ADRENL,"[23, 24]","[22, 23]",Single Deprotonation
DUVJOU,"[37, 38]","[37, 38]",Single Deprotonation
XAFSIG,"[0, 5]","[0, 5]",No Deprotonation
BERXAY,"[5, 7]","[5, 6]",Double Deprotonation
COSFAU,"[0, 3]","[0, 3]",No Deprotonation
ICASIQ,"[4, 6]","[4, 6]",No Deprotonation
JOXBEF,"[8, 10]","[8, 10]",No Deprotonation
AYUZEZ,"[10, 12]","[10, 12]",No Deprotonation
FUYJOZ,"[3, 5]","[3, 4]",Double Deprotonation
HABJIE,"[1, 2]","[1, 2]",No Deprotonation
HAMBOP,"[4, 6]","[4, 5]",Single Deprotonation
DAJMEI,"[2, 6]","[2, 5]",Single Deprotonation
CROTFA,"[18, 20]","[18, 20]",Single Deprotonation
HIBYEW,"[1, 4]","[1, 4]",Single Deprotonation
NISTEQ,"[0, 3]","[0, 2]",Single Deprotonation
FUGSOQ,"[0, 3]","[0, 2]",Single Deprotonation
JURPAP,"[0, 2]","[0, 1]",Double Deprotonation
QIYPOF,"[1, 2]","[1, 2]",No Deprotonation
BEPGEJ,"[0, 1]","[0, 1]",Double Deprotonation
HAXLUP,"[3, 16]","[3, 15]",Single Deprotonation
MINQIM,"[5, 7]","[5, 6]",Single Deprotonation
ULEYAN,"[9, 13]","[9, 13]",No Deprotonation
GEVNON,"[1, 2]","[1, 2]",No Deprotonation
PADCEC,"[6, 11]","[6, 11]",Double Deprotonation
ECAKOL,"[0, 14]","[0, 13]",Single Deprotonation
ECAYEP,"[0, 22]","[0, 22]",No Deprotonation
OCAHIK,"[0, 1]","[0, 1]",Double Deprotonation
SEJMEC,"[24, 25]","[24, 25]",Single Deprotonation
NARQIH,"[2, 3]","[2, 3]",Single Deprotonation
NESPIL,"[30, 31]","[30, 31]",No Deprotonation
UHEGEW,"[1, 5]","[1, 4]",Single Deprotonation
GUVXUS,"[3, 5]","[3, 4]",Single Deprotonation
BEZPON,"[0, 2]","[0, 1]",Single Deprotonation
TAWFIJ,"[40, 41]","[40, 41]",No Deprotonation
GOGRIE,"[2, 4]","[2, 4]",No Deprotonation
ZULBUG,"[35, 38]","[35, 37]",Single Deprotonation
MEBZEB,"[24, 30]","[24, 30]",No Deprotonation
BIVDUI,"[2, 4]","[2, 3]",Double Deprotonation
CELPIT,"[8, 10]","[8, 10]",No Deprotonation
VOVPII,"[2, 5]","[2, 4]",Single Deprotonation
EAMARB10,"[12, 13]","[12, 13]",No Deprotonation
LORBEB,"[0, 2]","[0, 2]",Double Deprotonation
NAJCUX,"[0, 2]","[0, 1]",Double Deprotonation
GUGJEX,"[0, 1]","[0, 1]",Single Deprotonation
VINZUP,"[29, 30]","[29, 30]",No Deprotonation
WIRJAK,"[0, 1]","[0, 1]",Single Deprotonation
FUPXUJ,"[20, 21]","[20, 21]",Single Deprotonation
BAPSES,"[77, 79]","[77, 78]",Single Deprotonation
SORTEY,"[11, 14]","[11, 14]",No Deprotonation
LOTKIR,"[18, 21]","[18, 21]",Double Deprotonation
DIHKOX,"[6, 8]","[6, 7]",Double Deprotonation
QEFBUB,"[0, 1]","[0, 1]",No Deprotonation
JEMVEF,"[4, 6]","[4, 5]",Double Deprotonation
HUBZUB,"[1, 5]","[1, 4]",Single Deprotonation
SEQFAY,"[1, 7]","[1, 7]",No Deprotonation
ROFJAY,"[21, 22]","[21, 22]",No Deprotonation
QULXUT,"[2, 4]","[2, 3]",Double Deprotonation
EHIMIT,"[0, 6]","[0, 6]",No Deprotonation
AZHPXB,"[2, 5]","[2, 5]",No Deprotonation
RUWKOJ,"[0, 1]","[0, 1]",Single Deprotonation
FIVPIM,"[2, 4]","[2, 3]",Single Deprotonation
SICYOS,"[1, 2]","[1, 2]",Double Deprotonation
ITEJIA,"[0, 13]","[0, 13]",No Deprotonation
SUHNUH,"[0, 2]","[0, 2]",No Deprotonation
HAXXOW,"[6, 7]","[6, 7]",No Deprotonation
ZOCZOI,"[2, 5]","[2, 5]",Single Deprotonation
BITYAH,"[0, 3]","[0, 2]",Single Deprotonation
OHAGUC,"[1, 2]","[1, 2]",No Deprotonation
WUYPAI,"[0, 1]","[0, 1]",No Deprotonation
WUSFOG,"[7, 8]","[7, 8]",Double Deprotonation
PEYVOH,"[1, 2]","[1, 2]",No Deprotonation
XEPROZ,"[22, 23]","[22, 23]",Single Deprotonation
EWUKIQ01,"[2, 7]","[2, 7]",Single Deprotonation
SENMEF,"[1, 4]","[1, 3]",Single Deprotonation
UGOWOD,"[0, 1]","[0, 1]",Single Deprotonation
RIHCIV,"[5, 7]","[5, 6]",Single Deprotonation
YELZIZ,"[0, 1]","[0, 1]",No Deprotonation
FIYRAH,"[0, 1]","[0, 1]",Single Deprotonation
JOXZED,"[0, 1]","[0, 1]",No Deprotonation
LUCROS,"[0, 1]","[0, 1]",Single Deprotonation
HONXOX,"[25, 27]","[25, 27]",No Deprotonation
ZIYVOU,"[0, 2]","[0, 2]",No Deprotonation
YIHRIQ,"[0, 1]","[0, 1]",Double Deprotonation
TANVAI,"[4, 6]","[4, 5]",Single Deprotonation
GAKQIT,"[1, 2]","[1, 2]",No Deprotonation
KESGIB,"[30, 39]","[30, 39]",No Deprotonation
SOWZUC,"[12, 18]","[12, 18]",No Deprotonation
COQWOU01,"[3, 8]","[3, 8]",No Deprotonation
CUJZEP,"[18, 20]","[18, 19]",Single Deprotonation
EVIQAB,"[0, 4]","[0, 4]",Single Deprotonation
DAFCES,"[5, 6]","[5, 6]",Single Deprotonation
ENELAK,"[26, 29]","[26, 28]",Single Deprotonation
CUBJEQ,"[1, 7]","[1, 7]",Single Deprotonation
NUGVER,"[1, 2]","[1, 2]",No Deprotonation
CUFSEE,"[1, 9]","[1, 9]",No Deprotonation
QAQGAQ,"[0, 1]","[0, 1]",Double Deprotonation
JASHAN,"[0, 3]","[0, 3]",No Deprotonation
RUTKAT,"[2, 4]","[2, 3]",Double Deprotonation
BUFVEF,"[8, 9]","[8, 9]",Single Deprotonation
HISGIA,"[1, 2]","[1, 2]",No Deprotonation
LATCOA,"[12, 26]","[12, 26]",No Deprotonation
XETTEY,"[29, 30]","[29, 30]",No Deprotonation
TIDMEY,"[0, 2]","[0, 2]",No Deprotonation
VEGFAQ,"[1, 3]","[1, 2]",Double Deprotonation
RAFVOM,"[3, 4]","[3, 4]",No Deprotonation
XABMIX,"[3, 5]","[3, 4]",Single Deprotonation
GATHEO,"[19, 24]","[19, 23]",Double Deprotonation
DICJOO,"[3, 4]","[3, 4]",Single Deprotonation
MOEURK,"[16, 17]","[16, 17]",Single Deprotonation
RICHIX,"[30, 35]","[30, 35]",No Deprotonation
REVFEG,"[27, 28]","[27, 28]",Single Deprotonation
IVORIU,"[2, 3]","[2, 3]",Single Deprotonation
CESZAC,"[42, 43]","[42, 43]",No Deprotonation
KIFMUH,"[16, 17]","[16, 17]",Single Deprotonation
KIHMAQ,"[1, 2]","[1, 2]",Single Deprotonation
DUJVAG,"[2, 5]","[2, 5]",No Deprotonation
THYDIN01,"[1, 4]","[1, 4]",Single Deprotonation
ABIWIT,"[3, 17]","[3, 16]",Single Deprotonation
ZIPWUQ,"[9, 10]","[9, 10]",No Deprotonation
MIQQOT,"[4, 6]","[4, 5]",Double Deprotonation
ABANOI,"[20, 23]","[20, 22]",Double Deprotonation
FAKFUS,"[3, 12]","[3, 12]",Double Deprotonation
UFOCEA,"[2, 4]","[2, 3]",Single Deprotonation
AZAFAK,"[0, 13]","[0, 13]",No Deprotonation
SUKPEW,"[1, 4]","[1, 4]",Single Deprotonation
PIZWON,"[0, 6]","[0, 6]",No Deprotonation
GENPEX,"[0, 2]","[0, 1]",Single Deprotonation
PEKZAI,"[3, 6]","[3, 6]",No Deprotonation
IPAPAS,"[5, 6]","[5, 6]",No Deprotonation
YEBZAH,"[1, 4]","[1, 4]",Single Deprotonation
VIKGIG,"[8, 11]","[8, 11]",Double Deprotonation
XEBVEH,"[2, 3]","[2, 3]",No Deprotonation
FIZDIB,"[7, 9]","[7, 9]",Single Deprotonation
LORYOG,"[1, 4]","[1, 4]",No Deprotonation
JAWHOF,"[12, 20]","[12, 20]",Single Deprotonation
WAPWAO,"[0, 1]","[0, 1]",No Deprotonation
VIXPEA,"[25, 26]","[25, 26]",No Deprotonation
QEJYUC,"[49, 50]","[49, 50]",No Deprotonation
UHUMEP,"[0, 11]","[0, 10]",Single Deprotonation
AMINER,"[7, 9]","[7, 8]",Single Deprotonation
CEDKIH,"[0, 9]","[0, 9]",No Deprotonation
GETTUW,"[2, 3]","[2, 3]",Single Deprotonation
VOQKUI,"[0, 3]","[0, 3]",No Deprotonation
ESEGOA,"[28, 29]","[28, 29]",Single Deprotonation
ETMILX10,"[17, 19]","[17, 19]",No Deprotonation
MIZDOP,"[19, 39]","[19, 39]",Double Deprotonation
BONKOF,"[2, 4]","[2, 4]",Double Deprotonation
KACKII,"[19, 20]","[19, 20]",No Deprotonation
DUHNID,"[15, 17]","[15, 17]",Double Deprotonation
REBHEO,"[1, 3]","[1, 3]",Single Deprotonation
BIRYOQ,"[9, 14]","[9, 14]",No Deprotonation
DISBIS,"[12, 21]","[12, 20]",Single Deprotonation
AZASUP,"[9, 10]","[9, 10]",No Deprotonation
BURTIU,"[2, 23]","[2, 23]",No Deprotonation
SOTPAU,"[37, 38]","[37, 38]",Single Deprotonation
AKUYIO,"[40, 41]","[40, 41]",No Deprotonation
CUHNAW,"[0, 6]","[0, 6]",Single Deprotonation
YOKBUX,"[3, 7]","[3, 6]",Single Deprotonation
SEDSIG,"[4, 6]","[4, 5]",Double Deprotonation
BUHYUY,"[13, 14]","[13, 14]",Single Deprotonation
AQAPAJ,"[11, 16]","[11, 16]",No Deprotonation
EFEJUW,"[31, 33]","[31, 32]",Single Deprotonation
TOZJID,"[24, 25]","[24, 25]",Single Deprotonation
INOKAY,"[14, 16]","[14, 15]",Double Deprotonation
OKOWIW,"[2, 4]","[2, 4]",Single Deprotonation
ZAVCAD,"[1, 3]","[1, 2]",Single Deprotonation
LOLHUS,"[2, 5]","[1, 4]",Single Deprotonation
OGEDUA,"[1, 3]","[1, 2]",Single Deprotonation
BUKNEA,"[0, 3]","[0, 3]",No Deprotonation
QARFUM,"[42, 46]","[42, 45]",Single Deprotonation
IONTCR10,"[41, 42]","[40, 41]",Single Deprotonation
HEJFOT,"[1, 2]","[1, 2]",Single Deprotonation
XOWDOE,"[1, 36]","[1, 36]",No Deprotonation
DUCSAY,"[1, 4]","[1, 4]",No Deprotonation
BZAMID,"[7, 8]","[7, 8]",Single Deprotonation
UFUJUB,"[0, 4]","[0, 4]",Single Deprotonation
HUDFIW,"[23, 30]","[23, 30]",No Deprotonation
XEXVEC,"[1, 2]","[1, 2]",Single Deprotonation
KUFFUO,"[1, 2]","[1, 2]",Single Deprotonation
ICUWIO,"[2, 3]","[2, 3]",Single Deprotonation
QUPSUQ,"[0, 2]",Error,Double Deprotonation
MIQQIP,"[2, 3]","[2, 3]",No Deprotonation
WEBYAF,"[0, 5]","[0, 5]",Single Deprotonation
CANHAB,"[20, 26]","[20, 26]",No Deprotonation
XEXNOE,"[2, 9]","[2, 8]",Single Deprotonation
SOWLAS,"[1, 2]","[1, 2]",Single Deprotonation
RAGTEB,"[0, 6]","[0, 5]",Single Deprotonation
YIHDID,"[25, 32]","[25, 32]",No Deprotonation
WONGIQ,"[0, 5]","[0, 5]",No Deprotonation
PULBUU,"[0, 2]","[0, 1]",Single Deprotonation
MIZPUG,"[1, 9]","[1, 9]",Single Deprotonation
VEFFET,"[7, 9]","[7, 9]",No Deprotonation
UGAREC,"[1, 2]","[1, 2]",Single Deprotonation
JALQAR,"[2, 3]","[2, 3]",Single Deprotonation
POJFIF,"[30, 31]","[30, 31]",No Deprotonation
EJADOJ,"[4, 5]","[4, 5]",Single Deprotonation
AREGUB,"[1, 11]","[1, 11]",Single Deprotonation
PEQXOY25,"[9, 12]","[9, 12]",No Deprotonation
VIFBUK,"[33, 36]","[33, 36]",No Deprotonation
DELCUV,"[46, 50]","[46, 50]",Single Deprotonation
FUPPIQ,"[0, 1]","[0, 1]",Single Deprotonation
AXAQIA,"[41, 48]","[41, 48]",Single Deprotonation
XODDAX,"[0, 32]","[0, 32]",No Deprotonation
FABFIA,"[1, 4]","[1, 4]",No Deprotonation
POVFUB,"[1, 2]","[1, 2]",Single Deprotonation
OGIZOW,"[2, 3]","[2, 3]",No Deprotonation
WIGNIL,"[0, 2]","[0, 1]",Single Deprotonation
VIHJAA,"[0, 1]","[0, 1]",Single Deprotonation
AVUVIW,"[12, 16]","[12, 15]",Double Deprotonation
WOJQUJ,"[25, 28]","[25, 28]",No Deprotonation
CIQGEP,"[20, 21]","[20, 21]",Single Deprotonation
UCOLAZ,"[2, 4]","[2, 3]",Double Deprotonation
PANLEV,"[1, 3]","[1, 3]",No Deprotonation
MEYSAK,"[0, 2]","[0, 1]",Double Deprotonation
JOCXAC,"[5, 11]","[5, 10]",Single Deprotonation
PANNUO,"[1, 3]","[1, 3]",Single Deprotonation
KUMMOU,"[0, 4]","[0, 4]",Single Deprotonation
ROWWEI,"[21, 23]","[21, 22]",Double Deprotonation
SECYAC,"[1, 2]","[1, 2]",Single Deprotonation
QAHSUO,"[46, 50]","[46, 49]",Double Deprotonation
MIRYIV,"[47, 48]","[47, 48]",No Deprotonation
LAVZUE,"[10, 12]","[9, 11]",Single Deprotonation
YORMUQ,"[1, 3]","[1, 2]",Double Deprotonation
VIQTAT,"[2, 5]","[2, 5]",No Deprotonation
OZAZEV,"[0, 3]","[0, 3]",No Deprotonation
WEWPOF,"[2, 4]","[2, 4]",No Deprotonation
ZAFXIR,"[2, 5]","[2, 5]",No Deprotonation
CEGFAX,"[13, 16]","[13, 16]",No Deprotonation
ATIREC,"[5, 9]","[5, 8]",Double Deprotonation
XEGLOK,"[3, 4]","[3, 4]",Single Deprotonation
JEYKII,"[3, 5]","[3, 4]",Double Deprotonation
RUNSUR,"[1, 3]","[1, 3]",Single Deprotonation
IPOYUH,"[2, 10]","[2, 10]",No Deprotonation
YISNEW,"[27, 28]","[27, 28]",Single Deprotonation
BEJMAE,"[0, 1]","[0, 1]",No Deprotonation
OLAKAP,"[28, 29]","[28, 29]",No Deprotonation
WAQBOG,"[2, 3]","[2, 3]",Single Deprotonation
ESEPIB,"[0, 2]","[0, 1]",Double Deprotonation
DALZEW,"[2, 6]","[2, 6]",Single Deprotonation
OPENDA02,"[0, 7]","[0, 7]",No Deprotonation
EGUQIG,"[2, 18]","[2, 18]",Single Deprotonation
KIYZAW,"[2, 3]","[2, 3]",Single Deprotonation
LAXJOM,"[0, 2]","[0, 1]",Single Deprotonation
ESOMEE,"[0, 2]","[0, 2]",Single Deprotonation
BAFURC,"[24, 25]","[24, 25]",Single Deprotonation
BOYPUD,"[0, 9]","[0, 8]",Single Deprotonation
TUWCUK,"[1, 2]","[1, 2]",No Deprotonation
GUHCAQ,"[20, 21]","[20, 21]",Single Deprotonation
VEXZOP,"[35, 37]","[35, 37]",No Deprotonation
YOLPOE,"[1, 3]","[1, 3]",Double Deprotonation
EJEBIG,"[5, 8]","[5, 7]",Single Deprotonation
XIFQEJ,"[6, 8]","[6, 7]",Single Deprotonation
IJUBIZ,"[4, 51]","[4, 51]",No Deprotonation
TEZTAU,"[2, 3]","[2, 3]",Single Deprotonation
EBUCEM,"[0, 10]","[0, 10]",No Deprotonation
BUMHOG,"[8, 11]","[8, 10]",Double Deprotonation
FUDWOS,"[3, 4]","[3, 4]",No Deprotonation
SIJXER,"[0, 3]","[0, 2]",Single Deprotonation
DMURID,"[3, 5]","[3, 5]",Single Deprotonation
ETIGEV01,"[47, 49]","[47, 48]",Single Deprotonation
LATLID,"[22, 23]","[22, 23]",No Deprotonation
WOGGUW,"[3, 6]","[3, 6]",Single Deprotonation
LUQTOI,"[5, 7]","[5, 7]",No Deprotonation
QANFIW,"[26, 28]","[26, 27]",Single Deprotonation
TIHLIG,"[4, 7]","[4, 7]",Single Deprotonation
DICREN,"[16, 23]","[16, 23]",Single Deprotonation
VIFFEW,"[42, 43]","[42, 43]",No Deprotonation
PILCUK,"[0, 8]","[0, 7]",Single Deprotonation
ZIPBIJ,"[2, 3]","[2, 3]",Single Deprotonation
NEHQEZ,"[2, 5]","[2, 5]",Single Deprotonation
PIMGAV,"[6, 8]","[6, 8]",Single Deprotonation
BEXYUB,"[1, 3]","[1, 2]",Double Deprotonation
ACIWIS,"[5, 6]","[5, 6]",Single Deprotonation
HORDEX,"[7, 10]","[7, 10]",No Deprotonation
ZIRWEF,"[1, 2]","[1, 2]",No Deprotonation
SUHLUF,"[0, 2]","[0, 2]",No Deprotonation
GAZGOF,"[22, 27]","[22, 27]",No Deprotonation
ALZFLR,"[0, 2]","[0, 2]",Single Deprotonation
FIMNUK01,"[5, 6]","[5, 6]",Single Deprotonation
MOQHOQ,"[2, 4]","[2, 4]",Single Deprotonation
DALPEL,"[19, 22]","[19, 21]",Single Deprotonation
XITCIM,"[4, 6]","[4, 6]",Single Deprotonation
SONQAN,"[0, 1]","[0, 1]",Double Deprotonation
HEVXAH,"[1, 3]","[1, 3]",Single Deprotonation
PAPVUX,"[0, 1]","[0, 1]",Single Deprotonation
TARBIX,"[2, 3]","[2, 3]",Double Deprotonation
QOQFEJ,"[37, 39]","[37, 38]",Single Deprotonation
QIMJOO,"[0, 4]","[0, 4]",Single Deprotonation
CODYID10,"[6, 20]","[6, 20]",No Deprotonation
MTCDOL,"[14, 15]","[14, 15]",Double Deprotonation
ODELIS,"[4, 7]","[4, 7]",No Deprotonation
SILDUN,"[0, 1]","[0, 1]",Single Deprotonation
TAJPUT,"[1, 3]","[1, 3]",Single Deprotonation
REYNEQ,"[0, 1]","[0, 1]",Single Deprotonation
XOLZUV,"[5, 13]","[5, 13]",No Deprotonation
DUSCIE,"[0, 1]","[0, 1]",Double Deprotonation
QOCNOM,"[2, 4]","[2, 3]",Single Deprotonation
EZAFAM,"[31, 34]","[31, 34]",Single Deprotonation
UHATON,"[8, 11]","[8, 10]",Single Deprotonation
YASJIM,"[12, 18]","[12, 18]",Single Deprotonation
QENKOM,"[4, 6]","[4, 5]",Double Deprotonation
VOHBUR,"[4, 5]","[4, 5]",No Deprotonation
JUQHUB,"[53, 54]","[52, 53]",Single Deprotonation
GAPVOI,"[8, 9]","[8, 9]",Single Deprotonation
ZETGUC,"[0, 1]","[0, 1]",Single Deprotonation
MAMXEG,"[0, 2]","[0, 2]",No Deprotonation
YAWXEZ,"[17, 18]","[17, 18]",Single Deprotonation
BOCPRO,"[3, 4]","[3, 4]",Single Deprotonation
CYTIDN,"[2, 10]","[2, 10]",Single Deprotonation
VELZES01,"[23, 25]","[23, 25]",No Deprotonation
IZCEPL,"[9, 11]","[9, 11]",No Deprotonation
URIZAX,"[31, 33]","[31, 32]",Single Deprotonation
SAPMAX,"[6, 7]","[6, 7]",Double Deprotonation
GOKPIF,"[3, 5]","[3, 5]",Single Deprotonation
QQQAUY01,"[16, 22]","[16, 22]",Single Deprotonation
COCKIQ,"[3, 6]","[3, 6]",Single Deprotonation
OTOLIC04,"[0, 1]","[0, 1]",Single Deprotonation
NULBOO,"[46, 47]","[46, 47]",No Deprotonation
FAYWOR,"[1, 3]","[1, 3]",Single Deprotonation
FATVED,"[22, 23]","[21, 22]",Single Deprotonation
SANWUA,"[1, 7]","[1, 7]",No Deprotonation
ZIBDOF,"[0, 2]","[0, 2]",No Deprotonation
GUTYEB01,"[3, 6]","[3, 6]",Single Deprotonation
LASKOI,"[56, 59]","[56, 58]",Single Deprotonation
LORPUE,"[0, 2]","[0, 2]",Single Deprotonation
VORNIZ,"[0, 3]","[0, 3]",No Deprotonation
LIPBUI,"[3, 4]","[3, 4]",Double Deprotonation
PCEICO,"[0, 28]","[0, 28]",No Deprotonation
MODHES,"[0, 3]","[0, 3]",Single Deprotonation
VOWTEG,"[1, 3]","[1, 3]",Single Deprotonation
YUKYUA,"[3, 6]","[3, 5]",Single Deprotonation
COYMUY,"[3, 4]","[3, 4]",Single Deprotonation
ZAPVUJ,"[1, 2]","[0, 1]",Single Deprotonation
MCZNON,"[1, 18]","[1, 18]",No Deprotonation
EGIVOH,"[0, 2]","[0, 1]",Single Deprotonation
WIPCIH,"[3, 4]","[3, 4]",No Deprotonation
HIZHII,"[2, 5]","[2, 5]",No Deprotonation
