Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_px,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L1_dx2y2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dz2,ImgFre,Ea
VAPGOL,80.33,3.86,211.02,1.9,7.65,6.98,36.2,25.9,14.1,585.27,-4.184,-1.8534,2.07,2.04,-0.13,-0.04,2.62,2.01,2.33,74.05,-0.4453,-0.2675,0.4151,0.2727,0.0306,3.1587,3.2665,1.2699,3.1452,2.9023,29.2885,5.3262,7.0198,6.9698,0.5954,0.2376,0.4853,0.4554,0.4987,2.7656,1.0659,0.9675,0.8897,3.6111,3.7947,3.7938,3.217,10.1494,2.0155,2.0275,2.0419,2.0198,2.0448,6.3066,12.6804,4.2474,4.2231,4.2099,10.4579,2.1379,2.1499,2.1217,2.0675,1.9809,1.1816,0.2395,0.0337,0.064,0.0303,0.0663,1.2859,1.3347,0.2932,0.0269,0.0353,-144.44,15
VATZAT,78.32,0.03,181.39,1.48,7.54,9.05,29.8,20.9,14.3,644.37,-4.5475,-1.9619,2.06,2.21,0.01,-0.13,2.56,2.01,2.33,71.81,-0.3938,-0.2668,0.4688,0.1703,0.1263,2.8007,3.4475,1.2688,2.1171,2.9802,29.1078,5.3792,8.3954,7.0647,0.6319,0.3367,0.4654,0.3864,0.2741,2.7634,0.896,0.9544,1.0725,3.5939,3.2207,3.7659,3.7908,10.14,2.0497,2.0313,2.0093,2.0418,2.008,6.3215,12.5953,4.2604,4.1974,4.1375,10.4766,2.1823,2.0962,2.0731,2.0673,2.0577,1.4208,0.0744,0.0154,0.0237,0.0087,0.0241,1.144,1.2721,0.2915,0.0254,0.0263,-119.92,21.2
VAXXOJ,83.73,12.51,179.15,1.63,9.41,7.49,30.5,20.2,11.5,626.49,-3.8757,-1.0669,2.03,2.08,-0.09,-0.17,2.58,2.29,2.19,70.32,-0.4447,-0.2904,0.562,0.1424,0.0567,2.3448,3.3992,1.3273,2.0583,1.9684,29.0194,5.4689,8.3651,8.4929,0.5012,0.1597,0.6655,0.3151,0.3364,2.7692,0.9844,0.9361,1.0241,3.554,3.4274,3.7377,3.5308,10.1624,2.0355,2.0442,2.0254,2.033,2.0244,6.321,12.5658,4.2589,4.1687,4.1382,10.5575,2.1615,2.1289,2.0922,2.0965,2.0784,1.436,0.075,0.0166,0.0241,0.0089,0.0216,1.4633,1.4204,0.0697,0.0164,0.0082,-167.31,19.1
VAYJAG06,98.17,3.24,194.99,1.84,8.18,5.63,35.2,26.7,16.5,622.62,-3.9412,-1.9323,2.16,2.07,-0.15,-0.1,2.61,2.1,2.22,74.28,-0.4366,-0.2964,0.5062,0.024,0.0602,2.5714,3.6397,1.2822,1.8997,1.8497,29.0183,5.5406,8.5486,8.5391,0.4834,0.2925,0.6579,0.3159,0.294,2.7655,0.9217,0.9447,1.0748,3.5701,3.2016,3.7648,3.7804,10.1541,2.0451,2.0303,2.0132,2.0534,2.0121,6.3131,12.5713,4.2543,4.1798,4.1372,10.5519,2.1751,2.146,2.0853,2.0629,2.0826,1.4805,0.0678,0.0128,0.0203,0.0078,0.0195,1.4686,1.5298,0.0733,0.0128,0.0096,-101.02,13.8
VAZJOY,82.57,8.18,190.9,2.67,11.17,8.82,32.9,27.7,19.5,780.28,-3.9278,-1.915,2.11,2.05,-0.16,-0.1,2.58,2.2,2.21,71.68,-0.4453,-0.2873,0.5585,0.06,0.2332,2.4661,3.5241,1.335,1.946,2.0525,29.0542,5.4976,8.4468,8.3749,0.5081,0.2376,0.6743,0.3246,0.2342,2.7664,0.9406,0.9398,1.0575,3.5563,3.3208,3.7239,3.6597,10.1566,2.043,2.037,2.0218,2.0411,2.0137,6.3231,12.5675,4.2629,4.1699,4.1346,10.5544,2.1684,2.15,2.1055,2.0841,2.0464,1.4601,0.0682,0.0146,0.0189,0.0083,0.0208,1.3543,1.4554,0.0771,0.0157,0.0091,-153.25,17.4
VEBTIG,118.95,-2.37,207.81,2.33,5.94,7.5,37.7,24.9,13.3,560.27,-3.856,-0.9839,2.22,2.12,-0.15,-0.14,2.59,2.26,2.2,71.05,-0.4738,-0.28,0.5795,0.1811,0.0571,2.3747,3.5176,1.3162,2.0963,1.9548,29.0491,5.4881,8.3186,8.4505,0.4741,0.1618,0.6991,0.2055,0.3522,2.7671,0.9186,0.9113,1.1054,3.5537,3.1601,3.6809,3.8428,10.1585,2.0598,2.024,2.0118,2.0526,2.0103,6.3136,12.537,4.2547,4.1369,4.1454,10.6229,2.1638,2.1395,2.1029,2.1146,2.1022,1.4607,0.0715,0.0142,0.0242,0.0086,0.0202,1.4705,1.4683,0.0687,0.0139,0.0079,-139.89,14.9
VEJPEF,62.65,0.05,224.72,2.52,11.87,9.47,34.9,28.6,21,808.12,-4.1922,-1.3517,2.16,2.04,-0.09,0.08,2.6,2.29,2.24,70.11,-0.3701,-0.2659,0.5756,0.0439,0.1084,2.1973,3.6008,1.3995,1.9516,1.9574,28.9889,5.5855,8.5098,8.4596,0.5509,0.2059,0.6822,0.3051,0.4084,2.7726,1.0071,0.9085,1.018,3.5754,3.7666,3.2215,3.6917,10.1468,2.0229,2.0214,2.0293,2.025,2.0482,6.306,12.5223,4.1808,4.1783,4.1632,10.5415,2.0806,2.1743,2.0689,2.1037,2.114,1.4531,0.0675,0.0187,0.0153,0.0087,0.0203,1.4459,1.5697,0.0717,0.0123,0.0112,-131.68,55.7
VEKPOR,86.24,-15.13,178.52,1.87,5.89,7.93,29.7,20.7,14.2,633.26,-4.2212,-1.7398,2.09,2.17,0.92,-0.27,2.59,2.17,2.18,73,-0.4407,-0.3021,0.6079,0.1837,0.1312,2.4526,3.509,1.3646,2.0936,3.0707,29.0886,5.5029,8.3774,7.0585,0.5112,0.207,0.7089,0.3208,0.2924,2.7621,0.9455,0.9399,1.064,3.5492,3.2507,3.7181,3.6952,10.1539,2.0439,2.0354,2.018,2.044,2.0126,6.3086,12.556,4.254,4.1606,4.1414,10.5758,2.1727,2.1289,2.1153,2.0984,2.0605,1.4701,0.0746,0.0117,0.0277,0.0087,0.0186,1.1006,1.3466,0.2886,0.0268,0.026,-56.1,32.1
VEKTOW,94.4,0.88,197.74,5.24,9.01,10.35,40.8,36,26.8,892.18,-3.878,-2.1816,1.9,1.98,0.04,-0.07,2.62,1.99,2.34,73.81,-0.406,-0.2743,0.3147,0.0017,0.2088,3.2237,3.26,1.1977,1.9501,2.0628,29.1288,5.3583,8.5299,8.3959,0.5659,0.3206,0.4296,0.6251,0.3758,2.7705,1.0588,0.9865,0.8815,3.6123,3.8102,3.7983,3.2804,10.1649,2.0199,2.0271,2.0341,2.0228,2.0608,6.2989,12.6427,4.2085,4.237,4.1973,10.4639,2.1334,2.1248,2.0701,2.1053,2.0302,1.4233,0.0714,0.0204,0.0162,0.0121,0.0147,1.4623,1.4485,0.0773,0.0191,0.0107,-140.09,46.3
VEWJEO,84.12,4.23,177,3.37,8.61,7.34,34.9,30.8,22.6,757.95,-4.2259,-1.3072,2.26,2.17,-0.22,-0.13,2.62,2.21,2.21,72.96,-0.412,-0.2905,0.5902,0.1896,0.2037,2.3643,3.5375,1.385,2.0821,2.0761,29.0602,5.5287,8.3806,8.3604,0.5246,0.2474,0.6957,0.1807,0.2286,2.7666,0.9196,0.975,1.0489,3.5663,3.1974,3.7356,3.7353,10.152,2.0456,2.0341,2.0147,2.0468,2.0107,6.3316,12.52,4.2516,4.159,4.1094,10.5601,2.1998,2.119,2.0857,2.0928,2.0628,1.4404,0.0722,0.0204,0.0176,0.0103,0.0195,1.4044,1.431,0.0737,0.0179,0.0093,-125.55,15.7
VEWROE,61.69,1.19,182.26,2.2,8.55,9.07,30.1,22.9,17.3,737.74,-3.7544,-1.4469,2.01,2.29,-0.02,-0.07,2.59,2.41,2.2,68.18,-0.4123,-0.2807,0.5819,0.1792,0.0637,2.3305,3.578,1.3527,2.9378,1.9896,29.1138,5.5743,7.2392,8.4847,0.4782,0.1109,0.7219,0.4853,0.1957,2.777,0.963,0.9251,1.0489,3.5548,3.3908,3.6767,3.6047,10.1656,2.0433,2.0386,2.0266,2.0379,2.0193,6.3382,12.5505,4.2588,4.1842,4.1075,10.5233,2.159,2.1165,2.0867,2.0896,2.0715,1.2607,0.2329,0.0236,0.0705,0.0235,0.0712,1.4249,1.4841,0.0678,0.0095,0.0079,-83.29,31.1
VEXJAL,93.05,1.48,209.26,2.44,12.63,8.03,32.9,25.7,19.1,796.5,-4.0579,-2.6327,1.99,1.9,-0.08,-0.05,2.6,2.13,2.27,72.11,-0.429,-0.2676,0.4673,0.0736,0.1936,2.9408,3.2957,1.308,1.9913,2.0808,29.1121,5.3218,8.4609,8.4054,0.5893,0.196,0.5318,0.4477,0.4942,2.7691,1.048,0.9691,0.9088,3.5878,3.7926,3.7325,3.2432,10.1548,2.0136,2.0326,2.0511,2.0244,2.0331,6.2982,12.6512,4.2364,4.2066,4.2082,10.4791,2.0956,2.1739,2.1216,2.0296,2.0584,1.423,0.0728,0.0201,0.0164,0.0116,0.0164,1.3493,1.4416,0.0833,0.0171,0.0097,-166.32,21.2
VEXJEO,76.45,5.14,218.26,2.19,8.6,7.01,37.9,29.8,18.1,627.18,-4.1795,-1.8149,2.21,2.17,-0.17,-0.14,2.64,2.01,2.28,75.76,-0.4425,-0.2925,0.4803,0.1931,0.2509,2.9405,3.6083,1.346,2.8158,3.0981,29.2216,5.5206,7.1831,7.1079,0.586,0.3273,0.5625,0.26,0.3607,2.7659,1.0339,0.9854,0.9287,3.5968,3.7357,3.7589,3.256,10.1509,2.014,2.0509,2.0325,2.0155,2.0381,6.3108,12.6343,4.2695,4.1783,4.1864,10.4971,2.0293,2.1348,2.1915,2.053,2.0884,1.1765,0.2747,0.0339,0.0627,0.0431,0.0771,1.1008,1.2652,0.2404,0.0206,0.0266,-108.69,17.1
VEYLUJ,82.97,5.64,175.11,1.7,5.32,8.16,28.3,18.6,10.2,560.92,-4.5118,-2.0791,2.01,2.23,-0.03,-0.2,2.54,2,2.35,71.13,-0.3799,-0.2626,0.4452,0.1899,0.166,2.7423,3.4775,1.2809,2.1296,2.0978,29.0544,5.4209,8.3146,8.3734,0.693,0.3526,0.4063,0.3508,0.2054,2.765,0.8995,0.9613,1.0562,3.5969,3.3022,3.7654,3.7372,10.1338,2.0417,2.0309,2.0133,2.0392,2.0087,6.3242,12.5787,4.2669,4.1948,4.1171,10.4765,2.1729,2.1382,2.0997,2.043,2.0227,1.4239,0.0751,0.0168,0.0241,0.0088,0.0221,1.3855,1.4359,0.0709,0.0164,0.0084,-144.35,16.2
VIBCAM,88.49,13.95,184.69,1.28,8.01,8.61,30.2,18.9,12.6,675.87,-4.1924,-2.0184,2.19,1.92,-0.26,-0.06,2.58,2.08,2.24,73.41,-0.4223,-0.2943,0.5239,0.068,-0.039,2.6881,3.563,1.3277,1.9849,1.9206,29.0256,5.5,8.4893,8.34,0.5448,0.2919,0.5969,0.2549,0.4751,2.7641,0.9371,0.9542,1.0507,3.5693,3.2998,3.7524,3.6811,10.1505,2.0362,2.0374,2.0164,2.0426,2.0178,6.3177,12.5839,4.2553,4.1961,4.1325,10.5204,2.1575,2.1401,2.0897,2.0691,2.064,1.4191,0.0681,0.0172,0.0169,0.0083,0.0235,1.4945,1.3068,0.107,0.0225,0.0118,-133.84,17.5
VIBCEQ,91.62,11.45,187.93,1.23,6.07,7.92,30.6,18.7,11.7,593.34,-3.9813,-1.8354,2.2,1.91,-0.26,-0.04,2.58,2.19,2.22,71.76,-0.4353,-0.2921,0.5395,0.0726,-0.0424,2.5229,3.4681,1.3256,1.9967,1.9319,28.9939,5.4603,8.4837,8.3232,0.5196,0.2327,0.6231,0.2392,0.4587,2.7674,0.9445,0.9406,1.0588,3.5629,3.2884,3.7425,3.6837,10.1585,2.0403,2.0383,2.017,2.0451,2.0178,6.3235,12.5817,4.2609,4.187,4.1337,10.5297,2.1613,2.1313,2.0842,2.0748,2.0781,1.4186,0.0679,0.0167,0.0173,0.0082,0.0236,1.4635,1.3021,0.1081,0.0221,0.012,-147.49,16.7
VIPFEI,82.1,8.39,178.74,1.7,6.76,8.67,32.2,25.3,16.8,652.18,-4.1447,-1.7714,2.16,2.05,-0.2,-0.12,2.62,2.03,2.29,74.43,-0.3716,-0.2785,0.4634,0.1568,0.206,2.7149,3.643,1.2593,2.0307,2.0476,29.0744,5.4992,8.434,8.3426,0.5489,0.3815,0.5675,0.267,0.3153,2.7641,0.8966,0.9473,1.0848,3.5986,3.191,3.7733,3.8118,10.1423,2.0468,2.0249,2.0112,2.0499,2.0095,6.3146,12.5805,4.2599,4.193,4.1276,10.4761,2.1941,2.1417,2.0915,2.0328,2.0159,1.4414,0.0719,0.0187,0.0193,0.0084,0.0199,1.3937,1.4419,0.0773,0.0173,0.0087,-138.3,18.3
VIPPIU,87.76,9.12,180.44,4.47,11.4,10.3,36.4,31.3,21.5,907.32,-3.9077,-0.8647,2.06,2.15,-0.14,-0.15,2.63,2.25,2.18,72.75,-0.4472,-0.2992,0.5369,-0.0175,0.1874,2.4061,3.4882,1.293,1.8315,2.052,29.0262,5.5042,8.6283,8.3758,0.419,0.1707,0.6998,0.4311,0.2275,2.7691,0.9823,0.9338,1.0316,3.557,3.4316,3.7421,3.5357,10.1714,2.0395,2.0438,2.0335,2.0327,2.0219,6.3318,12.5539,4.2557,4.1579,4.1403,10.5613,2.1683,2.1364,2.1038,2.093,2.0598,1.3941,0.0656,0.0172,0.0166,0.0101,0.0172,1.4227,1.4017,0.0731,0.021,0.0109,-145.7,23.2
VIRDEH,85.41,13.82,215.39,1.64,9.07,8.53,30.8,23.3,19.2,799.82,-4.1556,-2.1435,1.92,2.09,-0.06,-0.2,2.62,2.05,2.28,74.18,-0.3947,-0.285,0.4755,-0.0529,0.0939,2.9871,3.6125,1.3311,1.9148,1.9883,29.0652,5.5062,8.332,8.4695,0.5336,0.3247,0.604,0.4708,0.3569,2.768,0.9017,0.9445,1.0837,3.588,3.468,3.511,3.7841,10.1524,2.0516,2.0209,2.0174,2.0402,2.0224,6.3144,12.6005,4.2324,4.2207,4.1474,10.4793,2.0047,2.1309,2.0869,2.1823,2.0746,1.3101,0.1077,0.0353,0.0199,0.016,0.0259,1.4724,1.408,0.0685,0.0178,0.0087,-170.37,16.1
VIRDOP,77.36,1.47,210.73,2.89,8.4,6.02,38.7,31,17.7,640.55,-3.9042,-0.9061,2,2.21,-0.02,-0.07,2.61,2.35,2.18,70.4,-0.4821,-0.2962,0.5783,0.0956,0.1091,2.5909,3.4827,1.3448,2.8669,2.956,29.146,5.5084,7.3138,7.0146,0.4667,0.1052,0.7005,0.5067,0.2935,2.7725,1.0005,0.9178,1.0281,3.5472,3.4974,3.6379,3.5438,10.17,2.0409,2.0399,2.0388,2.0283,2.0221,6.3269,12.5868,4.2375,4.1923,4.1569,10.5681,2.1346,2.1496,2.1079,2.0894,2.0866,1.3098,0.2224,0.0274,0.0673,0.0292,0.0582,1.0648,1.2356,0.3245,0.0701,0.0461,-122.72,18.8
VISJOY,72.62,1.32,194.51,2.55,10.22,8.27,33.7,26.7,18.1,756.91,-4.5794,-1.9126,2.5,2.01,-0.33,0.11,2.54,2.02,2.32,71.34,-0.374,-0.2684,0.4913,0.0872,0.1639,2.7529,3.3816,1.3101,2.8381,2.1032,29.1072,5.3416,7.2636,8.4068,0.7069,0.3265,0.4189,0.13,0.4052,2.7641,0.936,0.9412,1.0461,3.5874,3.3685,3.6882,3.6984,10.1456,2.0512,2.0304,2.0202,2.0292,2.0147,6.3356,12.5639,4.2324,4.1979,4.1336,10.474,2.1388,2.1116,2.137,2.093,1.9936,1.1318,0.285,0.0391,0.0803,0.0377,0.0669,1.4325,1.4253,0.0759,0.0137,0.0088,-122.94,14.7
VIVTAV,72.03,4.48,158.43,2.12,9.22,11.59,27.1,17.8,10.4,698.47,-4.0741,-1.9751,2.3,2.19,-0.06,-0.19,2.59,2.07,2.25,73.68,-0.3908,-0.2895,0.5363,0.0016,0.1603,2.5215,3.5737,1.3494,2.9459,2.1014,29.0548,5.4787,7.3864,8.3781,0.5446,0.3335,0.6306,0.2069,0.2354,2.764,0.9476,0.9445,1.0441,3.5786,3.3342,3.744,3.6383,10.1466,2.0372,2.0388,2.0205,2.0348,2.0152,6.3267,12.5642,4.2524,4.1996,4.1122,10.4995,2.2017,2.1273,2.0968,2.0558,2.0179,1.374,0.1805,0.0226,0.0545,0.0249,0.0266,1.3648,1.4383,0.0726,0.0155,0.0086,-97.69,18.4
VIXMUL,66.85,-0.2,234.24,2.36,8.79,8.42,40.6,32.1,23.5,768.77,-3.9012,-1.3302,1.99,2.05,-0.03,0.02,2.62,2.28,2.19,71.85,-0.4827,-0.2924,0.5733,0.1685,0.1757,2.7568,3.4303,1.3534,2.9218,2.8551,29.2465,5.4263,7.1566,7.1899,0.4784,0.148,0.7039,0.4395,0.3086,2.7681,0.9319,0.9194,1.0955,3.5559,3.1651,3.7139,3.8047,10.1628,2.0569,2.0279,2.0128,2.053,2.0122,6.3019,12.6016,4.2626,4.1809,4.1581,10.5788,2.1836,2.1231,2.066,2.1148,2.0913,1.3069,0.2272,0.0191,0.0761,0.0217,0.0648,1.196,1.2743,0.2215,0.0165,0.0232,-153.78,27.7
VIXNEY,81.92,0.75,195.57,1.54,6.15,9.11,35.3,25.5,14.9,622.45,-4.4667,-2.1255,1.98,2.11,0.05,-0.09,2.55,2,2.36,71.04,-0.4281,-0.2508,0.4471,0.2432,0.2483,3.2002,3.2051,1.3086,3.2446,3.1704,29.3465,5.2608,7.0113,7.121,0.718,0.2477,0.4206,0.5488,0.4597,2.7651,1.0493,0.9543,0.9096,3.5989,3.6921,3.75,3.3504,10.1418,2.0199,2.038,2.0318,2.0136,2.0384,6.2991,12.6857,4.2564,4.2305,4.1988,10.4429,2.1262,2.1289,2.1036,2.0531,2.0311,1.2962,0.253,0.0242,0.0844,0.02,0.0744,1.0539,1.2242,0.2449,0.0331,0.0196,-150.98,24.9
VIYJIW,81.28,13.9,187.39,1.98,8.89,8.41,33.7,27,20.9,746,-3.8912,-1.4699,2.05,2.02,-0.17,-0.13,2.6,2.3,2.2,70.69,-0.4315,-0.2895,0.5476,0.1122,0.0708,2.406,3.353,1.3083,1.9532,1.9099,29.0296,5.4361,8.4868,8.5348,0.494,0.1521,0.6462,0.2876,0.3819,2.7717,1.0264,0.9248,0.9957,3.5604,3.5423,3.7372,3.4257,10.1617,2.0288,2.0459,2.0331,2.0225,2.0315,6.3221,12.5642,4.2441,4.1679,4.1522,10.5449,2.1244,2.1215,2.1155,2.1125,2.071,1.4376,0.0749,0.0151,0.0231,0.0089,0.0222,1.4693,1.4165,0.0723,0.0161,0.0082,-169.11,17
