Ligand,Starting materials (CuLI) / kcal/mol,Ligand Exchange (CuLpip) / kcal/mol,Relative Energy (TSOA) / kcal/mol,Relative Energy (TSSig) / kcal/mol,Products (CuLI) / kcal/mol,Activation Energy (TSOA) / kcal/mol,TSSig Activation Energy (TSSig) / kcal/mol,Starting material (CuLI),Ligand Exchange (CuLpip),Transition State 1 (TSOA)
IFAPOV01,0,-6.7,11.3,11.1,-63,18,17.8,Minimum,Minimum,Correct TS
IFEREQ,0,-5.4,9.4,8.6,-63,14.7,13.9,Minimum,Minimum,Correct TS
IFETAO,0,-7.3,10.3,11.7,-63,17.6,19,Minimum,Minimum,Correct TS
IFIZIG07,0,-34.8,-4.3,-11.1,-63,30.5,23.7,Minimum,Minimum,Correct TS
IFOYEJ,0,-13.3,6.4,6.5,-63,19.7,19.9,Minimum,Minimum,Correct TS
IFOYIM,0,-43.7,-18.5,-13.5,-63,25.2,30.3,Minimum,Minimum,Correct TS
IFOZIP,0,-8.2,9.8,8.6,-63,18,16.9,Minimum,Minimum,Correct TS
IFUZAN,0,-6.9,14.6,13.7,-63,21.5,20.6,Minimum,Minimum,Correct TS
IGAHII,0,-10,9.6,12.1,-63,19.6,22.1,Minimum,Minimum,Correct TS
IGAJOQ,0,-8.7,7.8,9.3,-63,16.5,18,Minimum,Minimum,Correct TS
IGEGEI,0,-11.2,4,-2.6,-63,15.2,8.6,Minimum,Minimum,Correct TS
IGOVAC,0,-5.7,9.3,12.7,-63,15,18.4,Minimum,Minimum,Correct TS
IGOXOT,0,-16.7,-6.8,5.1,-63,9.9,21.7,Minimum,Minimum,Correct TS
IHELIS,0,-2.5,18.8,15.7,-63,21.4,18.2,Minimum,Minimum,Correct TS
IHINAQ,0,-10.5,16.6,12.1,-63,27.1,22.6,Minimum,Minimum,Correct TS
IHIPOG,0,-10.9,2.3,7.7,-63,13.2,18.6,Minimum,Minimum,Correct TS
IHOHAO,0,-5.2,15.6,12,-63,20.8,17.2,Minimum,Minimum,Correct TS
IHUVIS,0,-8.2,11.8,12.2,-63,20.1,20.4,Minimum,Minimum,Correct TS
IJAJAF,0,-13.5,-7.6,6.5,-63,5.8,20,Minimum,Minimum,Correct TS
IJAJUB,0,-15.6,-9.9,-2.9,-63,5.7,12.7,Minimum,Minimum,Correct TS
IJEWID,0,-13.3,3.9,7,-63,17.2,20.3,Minimum,Minimum,Correct TS
IJOZOX,0,-3.6,12,12.1,-63,15.6,15.7,Minimum,Minimum,Correct TS
IJUDUN01,0,-4.8,15.3,11.7,-63,20.1,16.5,Minimum,Minimum,Correct TS
IJUTEO,0,-6.5,-3.2,14.7,-63,3.3,21.1,Minimum,Minimum,Correct TS
IJUTIQ,0,-4.4,17,14.1,-63,21.4,18.5,Minimum,Minimum,Correct TS
IJUVIS,0,-4.3,10.5,11,-63,14.8,15.2,Minimum,Minimum,Correct TS
IKADUU,0,-3.2,16.9,13,-63,20,16.1,Minimum,Minimum,Correct TS
IKATIY,0,-10.9,16.6,16.5,-63,27.4,27.4,Minimum,Minimum,Correct TS
IKAWOH,0,-3.6,17.9,14.9,-63,21.5,18.5,Minimum,Minimum,Correct TS
IKEFIO,0,-5.4,13.1,13,-63,18.5,18.5,Minimum,Minimum,Correct TS
IKEGAH,0,-6.9,9.1,10.2,-63,16,17.1,Minimum,Minimum,Correct TS
IKESIC,0,-4.6,14.2,11.5,-63,18.8,16.1,Minimum,Minimum,Correct TS
IKIKUI,0,-4.1,16.4,13.8,-63,20.5,17.9,Minimum,Minimum,Correct TS
IKIZOT,0,-3.3,13.2,12.7,-63,16.4,16,Minimum,Minimum,Correct TS
IKODEU,0,-7.8,13.5,9.3,-63,21.4,17.1,Minimum,Minimum,Correct TS
IKOLUR,0,-17.2,2.8,4.2,-63,20,21.3,Minimum,Minimum,Correct TS
IKOMAY,0,-11.7,19.1,9.7,-63,30.9,21.4,Minimum,Minimum,Correct TS
IKUPAI,0,-8,6.4,-54.7,-63,14.4,-46.7,Minimum,Minimum,Correct TS
ILAKAJ,0,-16.4,14.1,8.8,-63,30.4,25.1,Minimum,Minimum,Correct TS
ILAZAX,0,-40.5,5.1,6.7,-63,45.7,47.2,Minimum,Minimum,Correct TS
ILESAV,0,-5.8,12.3,9.1,-63,18.1,14.9,Minimum,Minimum,Correct TS
ILEYAA,0,-8.1,1.9,10.1,-63,10,18.2,Minimum,Minimum,Correct TS
ILICOX,0,-10.5,4,9.2,-63,14.5,19.8,Minimum,Minimum,Correct TS
ILOGEW,0,-2.6,101,16.7,-63,103.6,19.3,Minimum,Minimum,Correct TS
IMDACI,0,-11,15,10.6,-63,26,21.7,Minimum,Minimum,Correct TS
IMENAR,0,-35.3,12.7,10.8,-63,48,46.2,Minimum,Minimum,Correct TS
IMENIN10,0,-14,3.2,7.3,-63,17.1,21.3,Minimum,Minimum,Correct TS
IMEZEF,0,-1.8,19.4,13.3,-63,21.2,15.1,Minimum,Minimum,Correct TS
IMITOO01,0,-3.1,14,12.7,-63,17,15.8,Minimum,Minimum,Correct TS
IMUFEC,0,-4.7,13.1,13,-63,17.8,17.7,Minimum,Minimum,Correct TS
INACUW,0,-3.2,18.5,15,-63,21.7,18.2,Minimum,Minimum,Correct TS
INAKAK,0,-8.9,10.3,8.7,-63,19.2,17.6,Minimum,Minimum,Correct TS
INIDAM,0,-8.4,7,7.8,-63,15.5,16.2,Minimum,Minimum,Correct TS
INMALB,0,-7.5,13.6,11.9,-63,21.1,19.4,Minimum,Minimum,Correct TS
IPOKAA,0,-11.7,10.4,10.8,-63,22.1,22.5,Minimum,Minimum,Correct TS
IPUHEG,0,-5.9,7.6,9.2,-63,13.4,15.1,Minimum,Minimum,Correct TS
IPUMUC,0,-6.1,18,13.9,-63,24.1,20,Minimum,Minimum,Correct TS
IPUWAS,0,-16.8,-2.7,1.9,-63,14.1,18.7,Minimum,Minimum,Correct TS
IPUWIA,0,-10.5,2.2,9.6,-63,12.7,20.1,Minimum,Minimum,Correct TS
IQEFUH,0,-36.5,14.9,6.7,-63,51.4,43.1,Minimum,Minimum,Correct TS
IQENEY,0,-5,16.2,14.8,-63,21.2,19.8,Minimum,Minimum,Correct TS
IQICOB,0,-8.7,5.1,9.7,-63,13.7,18.4,Minimum,Minimum,Correct TS
IQIYEN,0,-14.8,13.1,7.8,-63,28,22.7,Minimum,Minimum,Correct TS
IQOCUM,0,-4.5,16.6,13.3,-63,21.1,17.8,Minimum,Minimum,Correct TS
IQOGIG,0,-4.7,13.8,13.6,-63,18.5,18.3,Minimum,Minimum,Correct TS
IQULOX,0,-10.8,5.6,7.8,-63,16.4,18.6,Minimum,Minimum,Correct TS
IRABIO,0,-11.4,11,9.5,-63,22.4,20.9,Minimum,Minimum,Correct TS
IROMIN,0,-9.1,15.7,10.9,-63,24.8,20,Minimum,Minimum,Correct TS
ISAJIV,0,-24.5,-3.7,-15.1,-63,20.8,9.4,Minimum,Minimum,Correct TS
ISAYUX,0,-5.5,19.9,14.3,-63,25.4,19.8,Minimum,Minimum,Correct TS
ISEFAP,0,-6.7,14.3,12.1,-63,21,18.8,Minimum,Minimum,Correct TS
ISEQON,0,-13.4,7.7,6.1,-63,21.2,19.6,Minimum,Minimum,Correct TS
ISIGUN,0,-9.7,4.3,11.6,-63,14.1,21.3,Minimum,Minimum,Correct TS
ISNACN11,0,8.2,14.4,13,-63,14.4,13,Minimum,Minimum,Correct TS
ISOXAQ,0,-12.5,9.5,9.3,-63,22,21.8,Minimum,Minimum,Correct TS
ISUMUG,0,-4.4,19.4,15.4,-63,23.8,19.8,Minimum,Minimum,Correct TS
ITADEN,0,-7.1,9.4,7.7,-63,16.5,14.8,Minimum,Minimum,Correct TS
ITAJEU,0,-11.8,5.2,8.5,-63,17,20.4,Minimum,Minimum,Correct TS
ITEMUR,0,-7.1,6,11,-63,13.1,18.1,Minimum,Minimum,Correct TS
ITIWIT,0,-6.7,15.4,9.6,-63,22,16.3,Minimum,Minimum,Correct TS
IVEBIV,0,-5.3,15.8,46.8,-63,21.1,52,Minimum,Minimum,Correct TS
IVEJOK,0,-10.9,12.1,9.4,-63,23,20.3,Minimum,Minimum,Correct TS
IVIREL,0,-3.5,16.8,13.1,-63,20.3,16.7,Minimum,Minimum,Correct TS
IVOQAN,0,-20.5,-9.9,-21.3,-63,10.6,-0.8,Minimum,Minimum,Correct TS
IVORES,0,-4.7,15.5,11.7,-63,20.2,16.5,Minimum,Minimum,Correct TS
IVUNOE,0,-1.2,26.5,24.4,-63,27.8,25.7,Minimum,Minimum,Correct TS
IWEXUE01,0,-15.9,3.6,9.1,-63,19.6,25,Minimum,Minimum,Correct TS
IXAKAV,0,-6.8,19.2,11.2,-63,26,18,Minimum,Minimum,Correct TS
IXATOQ,0,-6.8,11.3,10.4,-63,18.1,17.2,Minimum,Minimum,Correct TS
IXEWOY,0,-7.2,10.6,8.1,-63,17.8,15.3,Minimum,Minimum,Correct TS
IXIMEI,0,-5.6,13.1,9.3,-63,18.7,14.9,Minimum,Minimum,Correct TS
IXIWOC,0,-10.3,15,10.5,-63,25.3,20.8,Minimum,Minimum,Correct TS
IXONIU,0,-7.1,17.6,12.5,-63,24.6,19.6,Minimum,Minimum,Correct TS
IXUWED,0,-1.7,16.6,25,-63,18.3,26.6,Minimum,Minimum,Correct TS
IYAGUM,0,-4.9,15.9,12.2,-63,20.8,17.1,Minimum,Minimum,Correct TS
IYAYAK,0,-42.8,-59.6,-65.9,-63,-16.8,-23.1,Minimum,Minimum,Correct TS
IYAYIQ,0,-2,13.3,10.1,-63,15.3,12.1,Minimum,Minimum,Correct TS
IYIKIM,0,-5.9,12.6,11.7,-63,18.5,17.6,Minimum,Minimum,Correct TS
IYORUL,0,-12.1,7.7,5.9,-63,19.9,18,Minimum,Minimum,Correct TS
IZALOK,0,-4.9,11.6,13,-63,16.5,17.9,Minimum,Minimum,Correct TS
IZANEC01,0,-2.5,17.5,15.1,-63,20,17.5,Minimum,Minimum,Correct TS
IZARAC,0,-18,5.3,10.4,-63,23.3,28.4,Minimum,Minimum,Correct TS
IZCEPL,0,-6.9,4.3,12.6,-63,11.2,19.5,Minimum,Minimum,Correct TS
IZOMEP,0,-6.8,8.8,14,-63,15.6,20.8,Minimum,Minimum,Correct TS
IZOXAX,0,-5.4,13.9,15.2,-63,19.2,20.6,Minimum,Minimum,Correct TS
IZUCUD,0,-8.1,14.9,7.3,-63,22.9,15.4,Minimum,Minimum,Correct TS
JABCUN,0,-12.3,6.2,9.9,-63,18.5,22.2,Minimum,Minimum,Correct TS
JABNUZ,0,-11.8,9,10.4,-63,20.7,22.2,Minimum,Minimum,Correct TS
JABPIP,0,-17.4,5.3,7.4,-63,22.7,24.7,Minimum,Minimum,Correct TS
JACCAU,0,-11.3,7.9,6.7,-63,19.2,17.9,Minimum,Minimum,Correct TS
JACJAB,0,-15.2,4.3,10.8,-63,19.6,26,Minimum,Minimum,Correct TS
JADGED,0,-11.9,8.1,6.3,-63,20,18.2,Minimum,Minimum,Correct TS
JADJAA,0,-7.5,4.1,13.9,-63,11.5,21.4,Minimum,Minimum,Correct TS
JADSAJ,0,-7.8,-32.9,8.6,-63,-25.1,16.4,Minimum,Minimum,Correct TS
JALQAR,0,-5.6,13.5,13.7,-63,19,19.3,Minimum,Minimum,Correct TS
JAQKEU,0,-5.4,12.4,11.5,-63,17.8,17,Minimum,Minimum,Correct TS
JARCOX,0,-12.6,23.3,8.2,-63,35.9,20.8,Minimum,Minimum,Correct TS
JARCUD,0,-12.2,12.3,8,-63,24.5,20.2,Minimum,Minimum,Correct TS
JASHAN,0,-12.6,5.7,7.8,-63,18.4,20.4,Minimum,Minimum,Correct TS
JATBIQ,0,-4.8,10.6,12.3,-63,15.4,17.1,Minimum,Minimum,Correct TS
JATBUB,0,-6.7,13.2,9.6,-63,19.9,16.4,Minimum,Minimum,Correct TS
JATGIU,0,-4.5,14.3,22.5,-63,18.8,27.1,Minimum,Minimum,Correct TS
JATTOO,0,-5.5,16.4,12.8,-63,21.9,18.3,Minimum,Minimum,Correct TS
JAWJEZ,0,-6.5,6.9,9.2,-63,13.4,15.7,Minimum,Minimum,Correct TS
JAWVAE,0,-11,5.2,9.5,-63,16.3,20.5,Minimum,Minimum,Correct TS
JAYLAX,0,-16.6,-0.4,6.4,-63,16.2,23.1,Minimum,Minimum,Correct TS
JAYMOM,0,-9.9,9.9,11.4,-63,19.8,21.3,Minimum,Minimum,Correct TS
JECPUF01,0,-13.4,16.7,13.3,-63,30,26.6,Minimum,Minimum,Correct TS
JEDJIM,0,-3.9,10.9,12.4,-63,14.8,16.4,Minimum,Minimum,Correct TS
JEDZAT,0,-2.4,9.5,9.6,-63,12,12,Minimum,Minimum,Correct TS
JEDZIC01,0,-3.6,14.7,11.6,-63,18.3,15.2,Minimum,Minimum,Correct TS
JEGTEX,0,-2.5,9.6,7.4,-63,12.1,10,Minimum,Minimum,Correct TS
JEGVOG,0,-4.5,10.6,12.3,-63,15.1,16.8,Minimum,Minimum,Correct TS
JEKTID,0,-3.8,19.8,13.1,-63,23.6,16.9,Minimum,Minimum,Correct TS
JEKZUV,0,0.3,17,12.7,-63,17,12.7,Minimum,Minimum,Correct TS
JELSUR,0,-10.1,11.1,11.4,-63,21.2,21.6,Minimum,Minimum,Correct TS
JELTAV,0,-11.7,9.4,10.6,-63,21.1,22.3,Minimum,Minimum,Correct TS
JEPLAU,0,-9.4,9.1,10.9,-63,18.5,20.3,Minimum,Minimum,Correct TS
JESYEO,0,-6.9,10.5,11.2,-63,17.4,18.1,Minimum,Minimum,Correct TS
JETKUR,0,-9.2,13,9.4,-63,22.2,18.5,Minimum,Minimum,Correct TS
JEVCOD,0,-13.8,1,7.4,-63,14.9,21.2,Minimum,Minimum,Correct TS
JEWTEK,0,-6,7.1,10.8,-63,13.1,16.8,Minimum,Minimum,Correct TS
JEXNAB,0,-12.4,17.9,12.4,-63,30.3,24.8,Minimum,Minimum,Correct TS
JEYNOR,0,-8.1,12.1,9.1,-63,20.2,17.2,Minimum,Minimum,Correct TS
JEZMEJ,0,-15,2.6,2.7,-63,17.7,17.7,Minimum,Minimum,Correct TS
JEZMUZ,0,-15.6,-0.9,1.1,-63,14.7,16.7,Minimum,Minimum,Correct TS
JICDIL,0,-10.5,7.7,8.8,-63,18.2,19.3,Minimum,Minimum,Correct TS
JIFVEZ,0,-3.7,14.7,11.4,-63,18.5,15.1,Minimum,Minimum,Correct TS
JIGDAE,0,-17.1,13.4,5.3,-63,30.5,22.4,Minimum,Minimum,Correct TS
JIGTEY,0,5.5,32.1,21.9,-63,32.1,21.9,Minimum,Minimum,Correct TS
JIGYED,0,-7.1,5.1,10.2,-63,12.2,17.3,Minimum,Minimum,Correct TS
JIKNOJ,0,-8.5,14,12.2,-63,22.5,20.7,Minimum,Minimum,Correct TS
JINVAG,0,-17.4,11.9,10.7,-63,29.3,28.1,Minimum,Minimum,Correct TS
JIRGAV,0,-5.4,13.9,13,-63,19.3,18.4,Minimum,Minimum,Correct TS
JIVXES01,0,-14.9,10.8,7.8,-63,25.7,22.7,Minimum,Minimum,Correct TS
JIXMEL,0,-10.6,7.6,15.6,-63,18.2,26.2,Minimum,Minimum,Correct TS
JIYPEN,0,-14.3,10.2,8.6,-63,24.5,22.8,Minimum,Minimum,Correct TS
JIYZUO,0,-7.9,8.8,11.1,-63,16.7,19,Minimum,Minimum,Correct TS
JIZTEU,0,-5.5,16,11.8,-63,21.5,17.3,Minimum,Minimum,Correct TS
JODKET,0,-7.7,15.8,10.4,-63,23.5,18.1,Minimum,Minimum,Correct TS
JODWEF,0,-10.9,5.7,8.4,-63,16.6,19.4,Minimum,Minimum,Correct TS
JOFFEQ,0,-8.9,9.8,8.3,-63,18.7,17.2,Minimum,Minimum,Correct TS
JOGKIC,0,-22.5,-11.9,-14.5,-63,10.5,7.9,Minimum,Minimum,Correct TS
JOGLAV,0,-4.8,16.7,14.8,-63,21.6,19.6,Minimum,Minimum,Correct TS
JOGRAA,0,-3.9,17,12.4,-63,20.9,16.3,Minimum,Minimum,Correct TS
JOHKEY,0,-7,18.7,17.8,-63,25.6,24.8,Minimum,Minimum,Correct TS
JOHREF,0,-4.6,14,11.6,-63,18.6,16.2,Minimum,Minimum,Correct TS
JOKTEJ,0,-9.9,10.5,10.1,-63,20.5,20,Minimum,Minimum,Correct TS
JOLFUO,0,-13.2,10.9,8.9,-63,24.1,22.1,Minimum,Minimum,Correct TS
JOMCOF,0,-37.3,9.7,10.7,-63,47,48,Minimum,Minimum,Correct TS
JOPGED,0,-3.8,108.6,14.2,-63,112.5,18,Minimum,Minimum,Correct TS
JOPPIN,0,-10.5,12.7,8.9,-63,23.2,19.4,Minimum,Minimum,Correct TS
JORMEI,0,3.4,15.3,18.4,-63,15.3,18.4,Minimum,Minimum,Correct TS
JOTFIJ01,0,-11.2,11.5,9.4,-63,22.7,20.6,Minimum,Minimum,Correct TS
JOTSIW,0,-1.8,12.5,9.9,-63,14.3,11.6,Minimum,Minimum,Correct TS
JOVWEZ,0,-8.3,8.7,8.5,-63,17,16.7,Minimum,Minimum,Correct TS
JOXBEF,0,-8.1,9.9,11.6,-63,17.9,19.6,Minimum,Minimum,Correct TS
JOXDEF,0,-4,10.8,10.7,-63,14.8,14.8,Minimum,Minimum,Correct TS
JOXZED,0,-8,6.6,10.2,-63,14.6,18.2,Minimum,Minimum,Correct TS
JOYSAU,0,-4,22.7,15.1,-63,26.6,19.1,Minimum,Minimum,Correct TS
JUJPIQ,0,-47.2,18.5,12.2,-63,65.7,59.4,Minimum,Minimum,Correct TS
JUKPIQ,0,-8.9,11.7,11.9,-63,20.5,20.8,Minimum,Minimum,Correct TS
JUKZUK01,0,-0.2,17.6,11.6,-63,17.7,11.7,Minimum,Minimum,Correct TS
JULNOW,0,-6.6,15.1,9.1,-63,21.8,15.8,Minimum,Minimum,Correct TS
JULREN,0,-9.6,18.4,11.3,-63,28.1,21,Minimum,Minimum,Correct TS
JUNJOU,0,-7.7,13.3,11.7,-63,21,19.4,Minimum,Minimum,Correct TS
JUPKUD,0,-7.1,2.3,11.5,-63,9.4,18.6,Minimum,Minimum,Correct TS
JURPUJ,0,-8.8,10.8,12,-63,19.6,20.8,Minimum,Minimum,Correct TS
JUXBUB,0,-2.7,17.9,13.7,-63,20.5,16.4,Minimum,Minimum,Correct TS
JUYDUF,0,-13.2,4.3,9.1,-63,17.5,22.3,Minimum,Minimum,Correct TS
JUYGUF,0,-6.4,15.9,11.6,-63,22.3,18,Minimum,Minimum,Correct TS
JUYVIL,0,-5.6,14.7,11.2,-63,20.3,16.8,Minimum,Minimum,Correct TS
JUZCEP,0,-9.5,15.1,9.6,-63,24.6,19.1,Minimum,Minimum,Correct TS
JUZVAE,0,-16.2,5.5,5.6,-63,21.7,21.8,Minimum,Minimum,Correct TS
KABBAT,0,-10.5,3.4,8.3,-63,13.9,18.8,Minimum,Minimum,Correct TS
KABGOL,0,-6.7,14.6,12.1,-63,21.4,18.9,Minimum,Minimum,Correct TS
KACKII,0,-7.6,7.9,9.8,-63,15.4,17.4,Minimum,Minimum,Correct TS
KACSEP,0,-3.1,15.2,15.5,-63,18.3,18.6,Minimum,Minimum,Correct TS
KADCOJ,0,-11.4,9.3,5.5,-63,20.7,16.9,Minimum,Minimum,Correct TS
KADDEC,0,-12.9,-10.2,9,-63,2.7,21.9,Minimum,Minimum,Correct TS
KAFVIW,0,-11.9,4.4,4.7,-63,16.3,16.6,Minimum,Minimum,Correct TS
KAGDOP,0,-9,9.4,8.5,-63,18.4,17.5,Minimum,Minimum,Correct TS
KAGXEY,0,-2.4,19.5,12,-63,21.9,14.4,Minimum,Minimum,Correct TS
KAHDUS,0,-11.3,5.8,9.4,-63,17,20.7,Minimum,Minimum,Correct TS
KAHJAE,0,-10.9,2.4,7,-63,13.3,17.9,Minimum,Minimum,Correct TS
KAHPEP,0,-16.6,-0.2,0.3,-63,16.5,16.9,Minimum,Minimum,Correct TS
KAHRUI,0,-4.2,20.2,12.8,-63,24.4,17.1,Minimum,Minimum,Correct TS
KAJFUA,0,-17.3,15.6,4.1,-63,32.9,21.4,Minimum,Minimum,Correct TS
KAKFIO,0,-12.5,11.9,12,-63,24.3,24.5,Minimum,Minimum,Correct TS
KAKMAK,0,-10.1,12.7,10.1,-63,22.8,20.2,Minimum,Minimum,Correct TS
KAKNIT,0,-15.7,5.4,4.3,-63,21.1,20,Minimum,Minimum,Correct TS
KALLAL,0,-8.6,11.1,11.3,-63,19.7,19.8,Minimum,Minimum,Correct TS
KALLIV,0,-4.6,22.3,17.7,-63,26.9,22.3,Minimum,Minimum,Correct TS
KAMBIK,0,-6.3,14.6,12,-63,20.9,18.2,Minimum,Minimum,Correct TS
KAPNEV,0,-16.4,2.9,6.3,-63,19.3,22.7,Minimum,Minimum,Correct TS
KASGIV,0,-8.9,13.2,12.3,-63,22.1,21.2,Minimum,Minimum,Correct TS
KATBOX,0,-1.7,24.8,40.2,-63,26.5,41.9,Minimum,Minimum,Correct TS
KATGAO,0,-8.4,3.4,8.9,-63,11.8,17.3,Minimum,Minimum,Correct TS
KAVFES,0,-2.6,17.8,12.5,-63,20.4,15.1,Minimum,Minimum,Correct TS
KAVSEF01,0,-19.1,-1.7,0.7,-63,17.4,19.8,Minimum,Minimum,Correct TS
KAXROS,0,-8.3,13.6,13.7,-63,21.9,22.1,Minimum,Minimum,Correct TS
KAXRUY,0,-7.8,12.6,12.9,-63,20.4,20.7,Minimum,Minimum,Correct TS
KAXTAH,0,-14.8,7.5,7.3,-63,22.3,22.1,Minimum,Minimum,Correct TS
KAXTUY,0,-15.2,10.1,10,-63,25.2,25.2,Minimum,Minimum,Correct TS
KAXWUB,0,-12.9,11.2,11.4,-63,24.1,24.3,Minimum,Minimum,Correct TS
KAYGEY,0,-9.3,15.9,10.8,-63,25.1,20.1,Minimum,Minimum,Correct TS
KAYQUY,0,-7.3,14.9,10.2,-63,22.2,17.5,Minimum,Minimum,Correct TS
KCNCRN,0,-9,12.7,14.3,-63,21.7,23.3,Minimum,Minimum,Correct TS
KEBJIM,0,-11,70.9,6.3,-63,81.9,17.2,Minimum,Minimum,Correct TS
KECKIP,0,-9,12.3,6.2,-63,21.2,15.1,Minimum,Minimum,Correct TS
KEDDEF03,0,-10.3,8.4,10.6,-63,18.7,20.9,Minimum,Minimum,Correct TS
KEDWUO,0,-4.6,13.2,12.1,-63,17.8,16.7,Minimum,Minimum,Correct TS
KEFFIM,0,-2,19.4,14.9,-63,21.4,16.9,Minimum,Minimum,Correct TS
KEFXOL,0,-12,1.8,7.7,-63,13.8,19.7,Minimum,Minimum,Correct TS
KEGLEQ,0,-2.1,12.9,10.9,-63,15,13,Minimum,Minimum,Correct TS
KEGMAL,0,-8.2,11.6,8.5,-63,19.8,16.7,Minimum,Minimum,Correct TS
KEHWUR,0,-7.9,19.5,10,-63,27.4,17.8,Minimum,Minimum,Correct TS
KEJBAC,0,-4.7,14.2,14.9,-63,18.9,19.6,Minimum,Minimum,Correct TS
KEJFOX,0,-10.2,11.3,11.8,-63,21.5,21.9,Minimum,Minimum,Correct TS
KEKFIS,0,-4.1,14.4,15.2,-63,18.5,19.3,Minimum,Minimum,Correct TS
KEKTUQ,0,-4.6,13.3,13,-63,17.9,17.6,Minimum,Minimum,Correct TS
KELMIA,0,-8.6,10.4,11.6,-63,19,20.1,Minimum,Minimum,Correct TS
KELPEY,0,-25.6,-3.5,-7.6,-63,22.2,18,Minimum,Minimum,Correct TS
KEMDAK,0,-9.8,16,11.3,-63,25.7,21.1,Minimum,Minimum,Correct TS
KEMMOG,0,-7.9,13.7,9.3,-63,21.6,17.2,Minimum,Minimum,Correct TS
KEMZUZ,0,-6.2,7.7,13,-63,13.9,19.2,Minimum,Minimum,Correct TS
KENDUC,0,-9.8,15.7,10.2,-63,25.5,20,Minimum,Minimum,Correct TS
KENPIE,0,-13.9,0.8,3.4,-63,14.7,17.3,Minimum,Minimum,Correct TS
KEPDIU,0,-12.1,20,11.7,-63,32.1,23.8,Minimum,Minimum,Correct TS
KEPFES,0,-9.4,15.3,12.3,-63,24.7,21.7,Minimum,Minimum,Correct TS
KEQCOA,0,-13.3,10,14.8,-63,23.2,28,Minimum,Minimum,Correct TS
KERQEF01,0,-6.9,-19.1,12.1,-63,-12.3,19,Minimum,Minimum,Correct TS
KERRUV,0,-16.2,-0.4,0.6,-63,15.8,16.8,Minimum,Minimum,Correct TS
KERTAD,0,-15,14.9,7.6,-63,29.9,22.6,Minimum,Minimum,Correct TS
KESNIF,0,-7.6,11.3,8.6,-63,18.8,16.1,Minimum,Minimum,Correct TS
KETPUW,0,-11.1,6.2,6.2,-63,17.2,17.3,Minimum,Minimum,Correct TS
KEVFEX,0,-16.5,-0.2,4,-63,16.3,20.5,Minimum,Minimum,Correct TS
KEVSUB,0,-12.2,17.6,15,-63,29.8,27.2,Minimum,Minimum,Correct TS
KEWGUO,0,-14.4,11.6,11.2,-63,25.9,25.6,Minimum,Minimum,Correct TS
KEYWEQ,0,-5,-11.6,12.1,-63,-6.6,17.1,Minimum,Minimum,Correct TS
KEZCOK,0,-8.9,18.2,6.9,-63,27.1,15.8,Minimum,Minimum,Correct TS
KHNBFZ10,0,-14.3,6.3,9.1,-63,20.6,23.3,Minimum,Minimum,Correct TS
KHTACN,0,-5.1,7.8,10.9,-63,12.9,15.9,Minimum,Minimum,Correct TS
KHXBIU,0,-5.1,20.3,13.3,-63,25.4,18.3,Minimum,Minimum,Correct TS
KIBVAV,0,-12.9,9,8.4,-63,21.9,21.3,Minimum,Minimum,Correct TS
KICRIX,0,-1.4,15,12.6,-63,16.5,14.1,Minimum,Minimum,Correct TS
KIDVEA,0,-5.4,18.4,10.7,-63,23.8,16.1,Minimum,Minimum,Correct TS
KIDVOJ,0,-5,15.6,13,-63,20.6,18,Minimum,Minimum,Correct TS
KIFMUH,0,-10,6.7,10.5,-63,16.7,20.4,Minimum,Minimum,Correct TS
KIGQAS,0,-12.9,8.9,9.7,-63,21.8,22.6,Minimum,Minimum,Correct TS
KIJBEL,0,-5.4,22.7,13.5,-63,28.1,19,Minimum,Minimum,Correct TS
KIKLAS,0,-5.2,9.8,4.3,-63,15,9.5,Minimum,Minimum,Correct TS
KIKSIH,0,-8.1,9.5,8.8,-63,17.6,16.9,Minimum,Minimum,Correct TS
KIMCER,0,-3.3,17.9,15.1,-63,21.2,18.4,Minimum,Minimum,Correct TS
KIMGEV,0,-6.4,15.8,11.5,-63,22.2,17.9,Minimum,Minimum,Correct TS
KIMRUV,0,-14.9,8.4,5.8,-63,23.3,20.7,Minimum,Minimum,Correct TS
KINRAA,0,-12.9,15,10,-63,28,22.9,Minimum,Minimum,Correct TS
KINRII,0,-12.9,15.3,8.9,-63,28.2,21.8,Minimum,Minimum,Correct TS
KINSIL04,0,-6.6,19.6,13.5,-63,26.1,20.1,Minimum,Minimum,Correct TS
KINTUY,0,-3.4,20.8,13.9,-63,24.2,17.3,Minimum,Minimum,Correct TS
KIPZOA,0,-12.1,13.7,9,-63,25.8,21.1,Minimum,Minimum,Correct TS
KIQSAG,0,-1.6,15.1,14.7,-63,16.7,16.3,Minimum,Minimum,Correct TS
KIRKUU,0,-5.2,13.3,11.8,-63,18.5,17,Minimum,Minimum,Correct TS
KIRPUY,0,-11.5,16.3,9.3,-63,27.8,20.8,Minimum,Minimum,Correct TS
KIRQAF,0,-11.6,19.6,9.8,-63,31.2,21.4,Minimum,Minimum,Correct TS
KITZEV,0,-9.3,10.4,8.1,-63,19.7,17.5,Minimum,Minimum,Correct TS
KITZIZ,0,-17.4,-1.7,1.2,-63,15.7,18.6,Minimum,Minimum,Correct TS
KIWCIE,0,-9.1,5.2,9.6,-63,14.3,18.7,Minimum,Minimum,Correct TS
