Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,HOMO_Energy,LUMO_Energy,Lowdin_Charge_Cu,Lowdin_Charge_C,Bonded_Valence_I,Bonded_Valence_L1,Atomic_Population_C,Atomic_Population_L2,Bond_Order_Cu_L2,Orbital_Charge_C_pz,Orbital_Charge_I_d,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_d,Orbital_Charge_L2_px,Orbital_Charge_L2_dz2,Ea
ALODAH,83.53,0.69,191.79,1.84,-3.8225,-3.033,0.2875,-0.172,1.3008,3.1637,5.6906,8.3777,0.4901,1.1252,10.1379,6.3016,12.7056,9.7053,1.4881,0.062,17
DAKDAU,84.11,12.58,182.46,1.7,-3.404,-3.3654,0.3829,-0.189,1.3165,1.9661,5.8464,8.4389,0.4904,1.0511,10.1527,6.2815,12.6177,9.718,1.4552,0.0589,19.8
CEKBAX,83.71,-7.86,180.17,2.54,-3.1708,-2.2678,0.1808,-0.2117,1.3861,2.853,5.9001,6.9361,0.491,1.0566,10.1732,6.3612,12.6398,9.8183,1.3992,0.0125,24.4
TOSNOG,80.51,12.54,175.74,1.78,-2.9826,-2.1387,0.2003,-0.2089,1.303,2.9428,5.8398,7.6736,0.4913,1.0312,10.1701,6.3619,12.6482,9.7897,1.1427,0.011,23.8
GENZEF,81.81,2.58,188.44,2.52,-3.3882,-2.2256,0.1639,-0.2103,1.3276,3.103,5.7896,7.0391,0.4913,1.1288,10.1685,6.3429,12.7317,9.7615,1.3926,0.013,16.8
POLJAD,77.13,1.33,216.24,2.38,-3.3645,-2.4427,0.2936,-0.1857,1.3376,1.9838,5.8646,6.921,0.4916,1.0066,10.1551,6.3294,12.6234,9.7535,1.297,0.0139,15.6
FUMPOV,85.55,12.06,194.9,1.74,-2.8699,-2.376,0.3744,-0.2106,1.331,2.0089,5.9055,8.4588,0.4926,1.0783,10.1723,6.2863,12.5884,9.7508,1.4575,0.0542,22.2
VOVXEL,82.27,-1.05,178.24,1.63,-2.8678,-1.8329,0.2404,-0.2111,1.3911,1.974,5.9111,6.9121,0.4933,1.0377,10.1818,6.337,12.617,9.8055,1.3988,0.012,27.8
SUZCOH,63.65,0.46,158.28,1.88,-3.0268,-2.9291,0.3586,-0.2112,1.4033,1.9166,5.9552,8.4678,0.4935,1.0266,10.1732,6.2969,12.5662,9.7783,1.6279,0.0563,20.7
MUGRAI,82.91,0.42,196.17,1.86,-3.5011,-2.9246,0.1674,-0.1809,1.3313,3.1681,5.721,6.9981,0.4935,1.1254,10.1531,6.3371,12.7572,9.7382,1.3069,0.009,18.8
EVOJIJ,85.73,12.39,182.95,1.52,-2.7521,-2.2147,0.375,-0.2169,1.322,1.9605,5.8635,8.4585,0.494,1.0385,10.1744,6.2901,12.5739,9.7611,1.4447,0.0528,20.3
PECWIF,83.88,0.89,206.1,2.04,-2.7967,-2.0069,0.2528,-0.2117,1.3652,1.9141,5.9511,7.0019,0.4942,1.074,10.1875,6.3115,12.6436,9.7921,1.4287,0.0099,23.2
FAJXIX,87.26,11.04,186.15,1.7,-2.9247,-2.445,0.3789,-0.2118,1.3294,2.0149,5.8841,8.4681,0.4945,1.0799,10.1728,6.2835,12.5879,9.7497,1.4474,0.0522,21.1
EVUYIF,87.86,6.82,181.34,4.15,-2.7085,-2.5028,0.3682,-0.211,1.3222,1.9316,5.8557,8.5077,0.4953,1.0197,10.1861,6.305,12.562,9.7648,1.432,0.0478,20.3
VOKBON,97.13,6.61,193.77,2.11,-2.8262,-2.6259,0.3624,-0.2124,1.3422,2.0276,5.913,8.4816,0.4954,1.0385,10.1735,6.2862,12.5845,9.7669,1.4444,0.0522,15.5
KOPBAV,84.48,2.7,215.44,1.93,-2.8992,-2.2095,0.3759,-0.2106,1.329,1.7037,5.8729,8.3592,0.4961,1.0626,10.1849,6.2777,12.6053,9.7412,1.4545,0.0635,23
FUCKOD01,83.24,1.36,185.86,1.7,-3.1685,-2.4865,0.2493,-0.2012,1.3582,1.8918,5.9595,6.9421,0.4969,1.0258,10.1696,6.3124,12.6636,9.7747,1.383,0.0135,20.2
YOKQEU,82.97,0.56,190.37,1.83,-3.1275,-2.4445,0.2566,-0.2032,1.3687,3.2306,5.9261,8.4458,0.4975,1.0668,10.1746,6.3024,12.6664,9.7746,1.4457,0.0585,20.9
LOVDOR,86.84,11.34,191.84,1.82,-2.8578,-2.3504,0.3775,-0.2129,1.3298,2.0009,5.8893,8.4699,0.4979,1.0689,10.1748,6.2861,12.5836,9.7528,1.456,0.0535,24
PARLOK,79.2,13.68,187.97,1.68,-2.703,-1.7493,0.364,-0.2179,1.3384,1.9799,5.9195,8.4599,0.4984,1.0621,10.1779,6.2963,12.5617,9.7779,1.4457,0.0614,14.2
LUHFOK,78.02,2.69,218.98,1.51,-4.1316,-4.073,0.3341,-0.1702,1.4225,3.0422,5.8484,8.3528,0.5,0.9862,10.131,6.3223,12.6313,9.7123,1.482,0.0591,130.1
XAPKOQ,80.92,2.13,209.99,1.96,-2.9051,-1.9052,0.2647,-0.2085,1.3698,1.9159,5.96,6.9242,0.5,1.054,10.1804,6.315,12.6321,9.7881,1.3626,0.0141,20.8
LOJJAW,84.66,14.66,180.35,1.7,-2.8586,-2.127,0.3691,-0.2072,1.3272,1.9394,5.994,8.3811,0.5005,1.0513,10.1668,6.2909,12.5764,9.7636,1.4527,0.0486,20.9
PILYEQ,84.11,14.83,179.2,1.8,-2.6955,-1.7405,0.3696,-0.2152,1.3351,1.933,5.9981,8.3924,0.5011,1.0377,10.1751,6.2942,12.5571,9.7791,1.4478,0.049,20.8
QECQIB,80.96,1,192.89,1.72,-3.6583,-2.7656,0.1911,-0.1953,1.3107,2.7937,5.776,6.9641,0.5014,0.993,10.1542,6.3565,12.6804,9.772,1.3829,0.0121,32.6
QUZQIM,81.93,3.7,200.8,3.67,-2.7596,-2.2458,0.2919,-0.204,1.3195,2.0339,5.9224,7.0977,0.5015,1.0016,10.1843,6.3097,12.6433,9.7552,1.3619,0.0089,27.3
YODLUY,83.94,12.78,182.81,1.7,-3.1562,-2.8909,0.3772,-0.2037,1.3288,1.9641,5.8553,8.3912,0.5016,1.0716,10.1651,6.2794,12.6066,9.7367,1.4643,0.0628,21.3
ULUVUS,83.08,1.36,196.83,1.9,-2.8105,-2.366,0.2872,-0.2186,1.3594,3.0726,5.828,8.4068,0.5026,1.026,10.1861,6.306,12.6181,9.7888,1.4736,0.0549,24.1
NERPUX,85.17,-0.88,186.61,1.63,-3.8422,-2.9007,0.1578,-0.182,1.3479,2.98,5.858,6.9234,0.5026,0.993,10.1503,6.3411,12.7169,9.7842,1.3585,0.0144,19.5
TOXYUC,84.83,1.2,217.09,2.36,-2.8305,-2.0415,0.2629,-0.2126,1.3574,1.9756,5.9222,7.0017,0.503,1.0396,10.1876,6.3117,12.6422,9.7831,1.3879,0.0094,22.9
INACUW,82.86,-1.34,192.88,4.51,-3.2795,-2.6024,0.1891,-0.179,1.3088,2.8225,5.69,6.9421,0.5035,1.1311,10.155,6.3416,12.7433,9.7261,1.2897,0.0096,21.7
WINMAI,87.1,11.34,186.29,1.7,-2.9141,-2.4579,0.3791,-0.2126,1.3282,2.0163,5.884,8.4592,0.5036,1.0822,10.1729,6.2839,12.5891,9.7479,1.4573,0.0525,21.6
MARJAT,78.91,5.22,171.4,2.57,-2.5396,-2.4862,0.357,-0.2093,1.3012,2.0288,5.9541,8.5193,0.5037,1.0297,10.1781,6.3088,12.5589,9.7753,1.3903,0.0625,22
HUKGUP,80.31,2.9,211.1,2.16,-2.7275,-1.5461,0.1898,-0.231,1.326,3.0589,5.8278,7.1031,0.5037,1.0911,10.1975,6.364,12.6391,9.8071,1.4047,0.0094,24.5
WODLAD,83.41,15.99,178.83,1.7,-2.8607,-2.162,0.3715,-0.2096,1.327,1.901,5.9851,8.4026,0.5045,1.0328,10.168,6.2903,12.5751,9.7631,1.4437,0.0578,22.1
YUKXEI,82.25,15.27,197.11,1.54,-2.5889,-1.8377,0.3628,-0.2142,1.3377,1.9296,5.8152,8.4547,0.5046,1.0275,10.1821,6.3004,12.5543,9.7824,1.4375,0.059,12.6
LULRAL,76.46,6.52,187.44,1.7,-3.555,-2.2397,0.3341,-0.0575,0.7729,2.8449,5.262,8.3613,0.5048,0.9654,10.0629,6.3403,12.6814,9.6442,1.4991,0.0674,1.9
YOHJEM,84,13.74,195.01,1.73,-2.8042,-2.3394,0.3729,-0.2156,1.3326,2.0047,5.9253,8.4573,0.5051,1.1027,10.175,6.2879,12.5814,9.7577,1.466,0.0554,20.1
GUMJIJ,82.68,-13.12,176.15,1.62,-2.8944,-1.9516,0.1862,-0.2145,1.3889,2.9218,5.8713,6.9719,0.5053,1.0318,10.1814,6.3746,12.6061,9.833,1.3981,0.0125,28.7
IDUQEF,82.67,-2.43,176.14,1.63,-2.8948,-1.9517,0.1863,-0.2145,1.3889,2.9216,5.8715,6.9719,0.5055,1.0322,10.1814,6.3747,12.606,9.833,1.3993,0.0125,28.8
QUGTAO,75.73,5.23,236.58,2.51,-4.1147,-2.6677,0.183,-0.157,1.2855,3.0652,5.7083,6.9262,0.5058,1.0372,10.142,6.3471,12.7173,9.7525,1.2875,0.0253,13.2
FORBZA,63.81,-0.15,158.49,1.7,-2.8036,-2.5448,0.3408,-0.2104,1.3997,1.9001,5.9537,8.4894,0.5058,1.0549,10.1824,6.3042,12.5709,9.7841,1.6774,0.0497,21.2
FEHBIG,92.07,0.15,190.26,4.53,-2.4371,-1.5179,0.3912,-0.2125,1.2624,2.0285,5.7868,8.4465,0.5059,1.0153,10.1857,6.3036,12.5372,9.7681,1.3944,0.0701,13.7
YOYWAN,88.24,9.9,187.31,1.52,-3.2896,-2.9263,0.3866,-0.2044,1.3329,2.0112,5.8858,8.4582,0.5061,1.0831,10.1626,6.2768,12.6025,9.7341,1.4538,0.0552,22.1
LALQIY,82.96,13.57,197.59,2.55,-2.5482,-1.7014,0.3752,-0.2138,1.315,1.9896,5.9116,8.4627,0.5067,1.0399,10.1782,6.2962,12.5542,9.7745,1.435,0.0511,17.8
XERPIU,86.84,8.88,176.65,1.7,-3.7117,-3.0164,0.3616,-0.1491,1.3426,1.8683,5.8495,8.3863,0.5073,1.0099,10.1311,6.3084,12.6054,9.7246,1.4343,0.0658,17.4
WOKXAX,100.99,0.81,193.31,1.7,-3.1165,-2.5949,0.3622,-0.2069,1.3175,1.8311,5.8556,8.5278,0.5078,1.0433,10.1642,6.2939,12.5691,9.7748,1.4547,0.0559,13.2
RIWJEM,63.95,-0.11,158.76,1.81,-3.0456,-2.9463,0.3498,-0.2095,1.4111,1.944,5.9563,8.4541,0.5078,1.017,10.1745,6.2948,12.571,9.7844,1.5772,0.0752,21.5
EKEYOL,76.9,-0.67,176.94,1.7,-3.4883,-3.1039,0.2001,-0.1993,1.3495,2.7162,5.8357,6.9735,0.5086,1.0022,10.1577,6.3633,12.6515,9.785,1.3694,0.0124,24.7
OTUBEM,92.17,3.53,194.34,2.79,-2.8535,-1.8148,-0.0362,-0.2242,1.3376,3.3723,5.7751,16.3865,0.5086,1.034,10.1904,6.4337,12.7792,9.8233,3.5797,0.0271,24.1
USUNED,78.14,2.38,169.52,1.7,-3.876,-3.6568,0.2309,-0.1748,1.3182,2.8836,5.7997,6.8962,0.5088,0.9869,10.137,6.3685,12.6545,9.7461,1.3902,0.0123,16.3
WOCLUY,82.37,1.86,190.52,1.98,-2.661,-1.5797,0.25,-0.2172,1.3328,1.9232,5.8751,7.0942,0.509,1.0532,10.1908,6.3386,12.6164,9.7949,1.407,0.0093,25.2
URESIU,81.46,5.15,171.36,2.77,-2.5095,-1.5362,0.3602,-0.2154,1.293,2.0145,5.917,8.5498,0.5092,1.0351,10.1906,6.3297,12.5229,9.7872,1.3797,0.0672,27.3
VEKTOW,94.4,0.88,197.74,5.24,-2.8498,-2.5646,0.4277,-0.1788,1.1929,1.791,5.6824,8.3555,0.5093,1.1125,10.1746,6.2633,12.6339,9.6752,1.4859,0.0705,43.6
WESVUO,78.21,3.99,170.8,1.94,-2.509,-1.6855,0.3566,-0.2182,1.2756,1.9706,5.9639,8.5022,0.51,1.047,10.1846,6.3269,12.5338,9.7826,1.3955,0.0656,24.3
BEKKOU,84.65,0.11,179.31,2.12,-3.0655,-2.8736,0.3108,-0.2119,1.3548,2.7434,5.8501,8.4228,0.51,1.0207,10.165,6.3145,12.6012,9.7734,1.5182,0.0567,28.7
GOJROM01,62.84,0.86,155.99,2.07,-2.9229,-2.8349,0.3496,-0.2102,1.4005,1.895,5.9493,8.4818,0.5104,1.0204,10.1751,6.309,12.5591,9.7823,1.6345,0.0478,18.2
UDAFEM,79.23,3.13,206.46,3.7,-3.4345,-2.961,0.3294,-0.2124,1.3437,1.9699,5.9246,7.0389,0.5105,1.0263,10.1634,6.3067,12.6277,9.7362,1.3588,0.0091,19.9
KINSIL04,78.78,3.11,206.52,2.1,-2.4505,-1.4546,0.2779,-0.2196,1.3047,1.9821,5.8796,7.2427,0.5107,1.0184,10.1978,6.3659,12.5629,9.7933,1.3731,0.0092,26.1
YOKKOZ,78.45,6.81,167.7,4.42,-2.4794,-1.5243,0.3565,-0.2189,1.3332,1.932,5.9293,8.5411,0.5109,1.0345,10.1912,6.3269,12.5216,9.795,1.3743,0.0809,28
YELKUV,91.59,-1.63,185.97,3.06,-3.743,-2.8965,0.3686,-0.1755,1.3649,1.993,5.8783,8.3777,0.511,1.0042,10.1424,6.2918,12.5965,9.7431,1.4647,0.0679,16.8
POXPEX,77.71,3.12,200.48,2.94,-2.5148,-1.4523,0.2902,-0.2223,1.2895,1.9768,5.8595,7.3014,0.5119,1.0255,10.1969,6.369,12.554,9.7869,1.3623,0.0095,30.3
WIQZOL,93.25,5.6,187.68,3.11,-2.4364,-1.4566,0.3482,-0.2164,1.3077,2.0464,5.9039,8.4596,0.5126,1.0366,10.1897,6.2986,12.5639,9.7893,1.4232,0.0562,24.4
WUKXUV,81.72,18.3,204.04,3.25,-2.4618,-1.5682,0.3146,-0.2122,1.3554,3.0244,5.7659,8.4758,0.5127,1.0221,10.2004,6.323,12.5672,9.7951,1.4681,0.0767,25.3
RABXEA,86.41,-1.35,225.43,2.53,-3.7618,-2.4755,0.1829,-0.1995,1.3288,3.1957,5.8545,7.0618,0.5129,0.9971,10.1596,6.327,12.7221,9.768,1.3697,0.0091,7.5
DUNCEW,77.56,8.03,194.65,3.96,-2.7759,-1.7748,0.2953,-0.2147,1.292,1.7291,5.8141,6.9017,0.513,1.0046,10.1843,6.3651,12.5632,9.7763,1.3522,0.0108,32.1
WOCMEJ,83.5,1.49,198.67,1.81,-2.6994,-1.6785,0.2529,-0.2181,1.3344,2.0124,5.9034,7.1154,0.5133,1.059,10.1889,6.3261,12.6286,9.7924,1.4084,0.01,22.7
AFUTDZ10,83.97,-7.29,180.35,1.7,-3.1361,-2.3716,0.2013,-0.2174,1.3741,2.8402,5.9037,7.4046,0.5135,1.0381,10.1772,6.3626,12.634,9.8021,1.4253,0.0074,32.8
HACMUT,76.54,5.22,171.45,1.7,-2.5532,-1.6408,0.2408,-0.2248,1.3379,1.9079,5.9091,7.5252,0.5142,1.0538,10.1915,6.351,12.6078,9.8003,1.3466,0.011,26.7
SENKIR10,79.9,4.16,173.51,2.95,-2.4939,-1.5196,0.3502,-0.2156,1.3017,1.995,5.9373,8.5299,0.5145,1.0428,10.1895,6.3186,12.5443,9.7869,1.3967,0.0679,22.1
VAPGOL,80.33,3.86,211.02,1.9,-3.0153,-2.4271,0.1984,-0.2005,1.2698,3.194,5.787,6.9758,0.5157,1.1241,10.1615,6.3442,12.7203,9.7371,1.3303,0.0148,12.5
JEXNAB,77.69,3.29,200.32,3.03,-2.5177,-1.4543,0.2894,-0.2217,1.2913,1.9789,5.8604,7.2936,0.5162,1.0254,10.1969,6.3695,12.5542,9.7869,1.3637,0.0095,30.3
ALOLIW,80.91,1.9,207.11,2.15,-2.5437,-1.5851,0.2579,-0.2127,1.3404,2.0129,5.8768,7.154,0.5165,1.0596,10.1957,6.3399,12.6138,9.7884,1.4047,0.0092,24.8
TOYWIN,78.95,5.12,172.34,1.7,-2.5239,-1.5357,0.3434,-0.2181,1.3226,2.0178,5.9885,8.5364,0.5168,1.0653,10.1863,6.3279,12.5358,9.7929,1.3954,0.0708,25.9
TOYWEJ,78.98,5.17,172.7,1.7,-2.5254,-1.5387,0.3422,-0.2177,1.3264,2.0196,5.9929,8.5359,0.5168,1.065,10.1864,6.3266,12.5373,9.7939,1.3913,0.0692,25.6
GICNOV,79.8,4.15,175.1,2.92,-2.4768,-1.5756,0.3536,-0.2158,1.2983,1.9909,5.9571,8.5231,0.5169,1.0455,10.1877,6.3167,12.5448,9.7848,1.3999,0.0704,23.3
TABSAQ,77.98,5.84,169.99,2.19,-2.5093,-1.4987,0.3579,-0.2185,1.2824,2.0075,5.9603,8.5394,0.517,1.0551,10.1863,6.3267,12.5322,9.7832,1.392,0.078,22.1
NUDMOO,60.99,2.17,152.33,1.95,-2.6837,-2.1027,0.3394,-0.2122,1.4073,1.8497,5.856,8.4968,0.5179,1.0455,10.1828,6.3261,12.5386,9.7959,1.67,0.0535,24.5
EWEVIM02,63.69,0.19,158.6,1.7,-3.0565,-2.8927,0.351,-0.2132,1.4016,1.9473,5.9845,8.5639,0.5191,1.0612,10.1742,6.2938,12.5756,9.7796,1.6771,0.0557,20.3
ISOXAQ,90.87,6.66,194.11,1.72,-3.5173,-3.2164,0.4006,-0.1562,1.2692,2.0454,5.8493,8.3933,0.5218,1.0575,10.142,6.2634,12.6571,9.6789,1.4465,0.0825,22
QAFPOF,90.89,6.64,194.23,1.89,-3.5268,-3.2229,0.4005,-0.1553,1.2699,2.0438,5.8537,8.3932,0.5219,1.0484,10.1417,6.2631,12.6586,9.6778,1.4434,0.0819,20.7
ACETUY,80.05,5.03,172.07,1.9,-2.5103,-1.541,0.3441,-0.2156,1.3035,2.0159,5.9467,8.5259,0.5221,1.0547,10.1885,6.3275,12.5382,9.7902,1.3999,0.0646,25.9
YIBROQ,79.93,1.05,228.39,2.37,-3.7827,-3.1909,0.3558,-0.1695,2.231,2.9343,5.8476,8.3478,0.5226,1.0092,10.3881,6.3156,12.591,9.7376,1.5278,0.0844,115.6
BOBQOA,79.34,4.96,170.51,1.78,-2.5418,-1.5476,0.3461,-0.2169,1.3087,2.0156,5.9644,8.5329,0.5235,1.0599,10.1856,6.3309,12.5325,9.7905,1.4087,0.0713,25.4
DIBZAQ02,63.63,0.43,158.66,1.7,-3.2734,-3.2479,0.3655,-0.2097,1.3726,1.8993,5.9367,8.4719,0.5243,1.0171,10.1611,6.2912,12.5842,9.7591,1.6467,0.0532,19.1
HAMBUA,78.84,2.65,169.78,1.63,-2.5407,-1.5781,0.3531,-0.2205,1.3105,2.0221,6.031,8.5397,0.5245,1.0773,10.1797,6.3229,12.5351,9.7889,1.3893,0.0611,30.7
FEXGUL,81.94,3,171.73,2.73,-2.4675,-1.5717,0.3366,-0.2129,1.3476,2.0337,5.9292,8.5233,0.5249,1.0434,10.1915,6.3252,12.5404,9.7979,1.3887,0.0595,36
AZIWUD,60.32,5.69,182.07,2.83,-2.7992,-2.7276,0.2522,-0.2264,1.3348,2.8012,5.8161,7.0994,0.5253,1.0335,10.1918,6.3659,12.5971,9.7848,1.3984,0.0114,34.6
WIXCAI,90.47,6.21,215.55,4.24,-2.7745,-2.7454,0.3331,-0.2121,1.197,2.9588,5.7436,8.4755,0.5257,1.124,10.1717,6.3088,12.6447,9.7134,1.5901,0.1239,25.8
IMUFEC,82.82,3.13,215.45,1.93,-2.9513,-2.4095,0.2856,-0.2099,1.2973,3.1843,5.8556,8.477,0.5264,1.1246,10.1643,6.308,12.6692,9.7373,1.5601,0.07,17.8
EZOMEM,80.76,1.34,230.22,1.9,-3.2063,-3.0464,0.2529,-0.1813,1.3561,2.0134,5.7147,6.871,0.5269,1.0139,10.1577,6.3377,12.6843,9.7251,1.2429,0.0189,19.1
IXIMEI,91.14,6.72,183.8,3.72,-2.7321,-1.6351,0.3804,-0.2172,1.3262,1.9843,5.7208,8.4549,0.5271,1.0179,10.1987,6.3086,12.5556,9.7554,1.6063,0.1151,18.7
BOPKAS,82.24,1.92,172.48,3.66,-2.4539,-1.5384,0.3381,-0.2133,1.3377,2.0174,5.9152,8.5321,0.5279,1.0338,10.1926,6.3241,12.5405,9.7973,1.3816,0.0592,28
BOTWOY,84.75,13.34,187.64,1.7,-2.9441,-2.9503,0.3855,-0.2161,1.3279,1.9418,5.8319,8.458,0.5281,1.0608,10.1674,6.2859,12.5774,9.7512,1.4687,0.0599,21.1
XOTCUG,61.15,2.28,201.77,1.73,-3.7445,-2.5166,0.3963,-0.0643,0.8021,1.8989,5.1949,8.4168,0.5289,1.0008,10.0586,6.3351,12.6437,9.625,1.634,0.0745,4.6
XOXQAD,84.53,1.4,184.91,1.65,-2.6333,-1.6073,0.2256,-0.2067,1.3748,2.0159,5.897,6.9199,0.5292,1.0417,10.1949,6.3233,12.6525,9.7986,1.3862,0.0087,34.1
KERQEF01,84.92,1.52,180.34,3.12,-3.8722,-2.4943,0.3759,-0.2293,1.3819,2.0683,6.0127,8.5759,0.5293,1.0451,10.1685,6.2764,12.5123,9.8354,1.5052,0.0609,-12.3
ABIVUD,81.12,3.01,199.02,1.64,-3.3249,-2.476,0.1707,-0.2116,1.3275,3.1096,5.7984,7.164,0.5299,1.1309,10.1643,6.345,12.7195,9.7649,1.3796,0.0119,17.4
TALGUK,78.02,1.42,217.76,2.61,-3.8356,-3.2539,0.2734,-0.1829,1.3347,1.9744,5.9039,6.9635,0.5303,1.0322,10.1493,6.3285,12.6637,9.7344,1.355,0.0098,19.8
PAPBIU,87.16,6.83,181.89,4.24,-2.9182,-2.5042,0.2718,-0.2149,1.3626,1.8983,5.8975,7.5474,0.5304,1.0157,10.1784,6.3313,12.6063,9.7907,1.3426,0.011,26.2
AVIYAG,82.47,5.15,175.35,4.17,-2.4997,-1.5247,0.3444,-0.2164,1.3196,2.0394,5.925,8.5434,0.5308,1.0376,10.1921,6.3124,12.5536,9.7896,1.388,0.0694,27
ULUHUE,86.92,11.33,186.63,2.16,-3.5029,-3.0431,0.3902,-0.1895,1.3203,1.9618,5.8266,8.3842,0.5308,1.0744,10.1538,6.2759,12.6198,9.7142,1.4643,0.0662,22.1
YEMLOR,91.83,4.74,195.58,1.44,-3.5447,-3.2567,0.4027,-0.1611,1.2863,2.0495,5.861,8.4009,0.5315,1.1,10.1468,6.2574,12.6589,9.6809,1.4583,0.0825,22.8
AXIHOG,80.63,13.56,185.35,2,-2.7556,-1.798,0.3681,-0.2219,1.3357,1.9762,5.9009,8.4383,0.5319,1.055,10.1785,6.294,12.5647,9.7731,1.4399,0.0586,18.7
POPJAH,79.25,5,169.85,1.7,-2.5575,-1.543,0.3458,-0.2175,1.3016,2.0111,5.961,8.5218,0.5326,1.0485,10.1861,6.3329,12.531,9.7903,1.3916,0.0651,25.1
VIBCAM,88.49,13.95,184.69,1.28,-3.1698,-2.4606,0.3625,-0.2035,1.3336,1.9388,5.9566,8.2916,0.5331,1.0296,10.1615,6.293,12.592,9.7525,1.3266,0.0543,12.1
SNQXSO,85.76,-2.86,191.2,1.7,-4.192,-3.3008,0.2595,-0.1373,1.3546,2.0942,5.8035,6.8484,0.5334,1.1267,10.1365,6.2884,12.7393,9.7127,1.3434,0.013,18.8
POVKAO,77.93,2.39,175.65,1.52,-2.9683,-2.1874,0.2006,-0.2252,1.3369,2.8601,5.89,7.5038,0.5337,1.054,10.1829,6.3652,12.646,9.7882,1.3994,0.0077,24.2
WOMHUD,67.44,-1.78,203.52,3.15,-2.8108,-2.3164,0.2827,-0.1948,1.2121,2.7956,5.6744,6.9947,0.5341,1.1286,10.187,6.3182,12.7002,9.699,1.3841,0.0092,32.5
JECPUF01,79.25,2.95,169.33,2.41,-2.4464,-1.5747,0.3601,-0.2134,1.3038,2.0275,5.9628,8.5421,0.5348,1.0331,10.1835,6.33,12.5244,9.7855,1.3857,0.062,30
FIHSAT,63.9,0.74,159.23,2.46,-3.1985,-3.2037,0.3644,-0.2139,1.3882,1.8869,5.9872,8.4875,0.5348,1.027,10.1689,6.2918,12.5786,9.7652,1.6471,0.0539,19.6
BIDKAB,80.04,4.21,172.31,2.48,-2.5004,-1.5583,0.3305,-0.2126,1.3455,1.997,5.9459,8.5845,0.5351,1.0356,10.191,6.3149,12.5561,9.7985,1.3834,0.0614,26.6
VIBCEQ,91.62,11.45,187.93,1.23,-2.8283,-2.3784,0.3544,-0.2135,1.3491,1.9603,5.9098,8.2811,0.5352,1.0371,10.1718,6.2974,12.5835,9.7647,1.3231,0.0542,19.2
SANVUY,91.97,5.87,196.17,1.52,-3.5584,-3.2607,0.405,-0.1542,1.268,2.0023,5.8312,8.3974,0.5362,1.0834,10.1426,6.2604,12.6649,9.6697,1.4492,0.0836,23
XUCLIT,83.09,-1.93,211.87,1.71,-4.1641,-3.4977,0.1588,-0.1617,1.3142,3.1588,5.5875,6.9999,0.5375,1.1428,10.1364,6.3454,12.7754,9.7203,1.2186,0.0116,24.6
ZEYBEN,79.07,4.66,174.3,1.63,-2.553,-1.7206,0.2441,-0.2252,1.3343,1.9178,5.8943,7.1843,0.5397,1.0632,10.1921,6.3547,12.5981,9.8031,1.3481,0.0129,26.2
XORTIJ,85.33,16.49,185.07,1.7,-2.3086,-1.3335,-0.0364,-0.23,1.3453,1.8974,5.8071,16.4754,0.5405,1.0864,10.2143,6.4549,12.7244,9.8571,3.2349,0.0097,30.3
KEMZUZ,68.79,-1.71,207.21,2.31,-3.2598,-2.1444,0.2645,-0.0583,0.6959,1.8313,5.0968,7.1503,0.5415,0.9706,10.0683,6.3307,12.741,9.6639,1.3828,0.0087,13.9
QATCIY,80.28,-5.69,174.04,2.33,-3.2354,-2.7239,0.395,-0.2174,1.3344,2.0688,5.961,8.6561,0.5419,1.0492,10.1753,6.2918,12.5556,9.7576,1.5007,0.0812,-0.8
POMNIQ,77.72,18.7,198.24,2.45,-2.8671,-2.1782,0.3286,-0.2169,1.2975,2.9638,5.8176,8.4253,0.5425,1.0159,10.1815,6.3163,12.5933,9.7618,1.4296,0.0605,29.6
ULAVIO,78.75,-2.19,172.11,1.7,-3.0637,-2.5059,0.2188,-0.219,1.379,2.8058,5.9045,6.9608,0.5431,1.0291,10.1762,6.3724,12.6069,9.8019,1.3961,0.0128,21.5
YOKHIP,88.36,7.69,190.05,1.83,-3.6131,-3.372,0.3982,-0.1569,1.2805,1.9586,5.8326,8.388,0.5438,1.0846,10.138,6.2649,12.6538,9.6832,1.4522,0.0904,23.4
YIKYID,76.93,4.8,214.19,1.75,-2.2864,-1.8729,0.2238,-0.1956,1.2248,2.7862,5.8136,7.024,0.5444,1.1307,10.1685,6.3606,12.6934,9.7222,1.384,0.0126,43.2
CEKCUS,79.41,2.53,210.69,3.75,-2.8319,-2.8285,0.3068,-0.2086,1.2808,1.9357,5.9399,7.2538,0.5447,1.0043,10.1739,6.3387,12.6064,9.7482,1.3471,0.0093,21.4
FUFPIG,83.46,-0.38,184.08,1.7,-3.243,-2.1816,0.2803,-0.2042,1.3428,2.0493,5.9252,6.8428,0.545,1.031,10.1632,6.3155,12.6533,9.7509,1.2775,0.0178,17.5
REXDUW,80.11,-0.45,172.45,2.63,-2.8034,-2.5878,0.3671,-0.2042,1.3153,1.9614,5.9339,8.5232,0.5451,1.038,10.1749,6.3007,12.5761,9.7561,1.4471,0.0755,23.8
TAVLUY,84.16,-1.78,208.47,1.65,-3.7692,-3.1896,0.161,-0.1656,1.282,3.2938,5.6906,7.0053,0.5457,1.125,10.1371,6.3464,12.7971,9.6955,1.4109,0.0097,21.8
