Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_35A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-N,Cu-C,C-I,Cu-I-C,I-C-N,C-N-Cu,Lowdin_Charge_Cu,Lowdin_Charge_N,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_N,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_N,Atomic_Population_C,Atomic_Population_I,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu-I,Bond_Order_C-I,Bond_Order_Cu-N,Bond_Order_Cu-L1,Bond_Order_Cu-L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_N_s,Orbital_Charge_N_pz,Orbital_Charge_N_px,Orbital_Charge_N_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_pz,Orbital_Charge_L1_px,Orbital_Charge_L1_py,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dyz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_py,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dyz,Orbital_Charge_L2_dz2,ImgFreq,Ea
RASTEK,63.12,-0.21,156.67,2.66,6.57,8.01,24.6,20,15.5,635.72,-3.1295,-1.7777,2.07,2.1,0,0,1.94,3.12,2.24,80.16,88.38,96.67,0.2897,-0.3124,-0.1481,0.1254,-0.5975,-0.5716,2.1286,2.6345,3.4216,1.3829,1.9294,1.97,28.9445,7.2592,5.7478,25.2209,8.4795,8.5229,0.5167,0.7256,0.6129,0.4184,0.4416,2.9416,1.0473,1.0659,0.9996,3.2402,1.228,1.3344,1.433,3.7148,3.4868,3.803,3.6659,10.2041,2.0392,2.0723,2.0335,2.0345,2.0246,6.3487,12.5126,4.1397,4.1598,4.2131,9.849,1.963,1.9928,1.9756,1.9638,1.9538,1.5488,1.4977,1.6223,0.4123,0.0756,0.0803,0.1006,0.0573,1.5473,1.6067,1.5392,0.3521,0.0564,0.0721,0.0556,-141.84,30.9
TECDEL,87.39,6.3,212.41,2.75,9.37,8.33,44.9,32.6,19,773.25,-3.4391,-2.5742,1.96,2.04,-0.01,-0.06,2,3.14,2.23,73.52,91.33,100.45,0.3342,-0.294,-0.1449,0.0695,-0.5432,-0.1674,2.2135,2.6231,3.3451,1.1793,2.0087,2.9809,28.8543,7.2559,5.7008,25.2651,8.4353,7.1949,0.2017,0.8324,0.5915,0.4362,0.4581,2.9367,1.0163,1.037,1.0564,3.2485,1.2485,1.2863,1.4351,3.7431,3.4868,3.9098,3.6266,10.1642,2.0263,2.0694,2.0136,2.0367,2.0183,6.3624,12.5004,4.1008,4.1703,4.2292,9.803,1.9771,1.9713,1.9651,1.9509,1.9385,1.4775,1.6776,1.4884,0.4015,0.1013,0.0833,0.0652,0.0939,1.2174,1.3383,1.371,0.0765,0.0182,0.0211,0.0163,-196.79,30.9
GAVYOR,108.42,-3.14,205.1,3.5,7.03,11.3,36.1,29.2,19.3,751.34,-2.8407,-1.6595,2.14,1.95,-0.1,-0.03,1.99,3.2,2.21,81.05,88.72,98.99,0.3221,-0.3088,-0.1552,0.1169,-0.6463,-0.8296,2.1385,2.5831,3.4674,1.3076,1.9888,1.851,28.805,7.2512,5.7732,25.2458,8.5236,8.517,0.4156,0.7877,0.5559,0.268,0.5581,2.9396,0.9807,1.1114,1.0286,3.2447,1.3635,1.1793,1.4457,3.716,3.605,3.7805,3.5826,10.199,2.0329,2.0706,2.0371,2.0347,2.0236,6.3245,12.5227,4.1673,4.1289,4.2265,9.8307,1.9761,1.9546,1.9801,1.9651,1.9548,1.5334,1.5713,1.5902,0.4306,0.0823,0.0729,0.1162,0.0578,1.7798,1.6531,1.4217,0.4416,0.062,0.0909,0.0496,-128.38,30.9
NAMQIE,85.84,13.57,200.33,2.81,8.13,8.91,40.5,28.8,16.6,717.49,-3.0943,-1.6154,1.98,2.11,-0.08,-0.13,1.97,3.29,2.18,75.76,91.46,104.81,0.3032,-0.3261,-0.1673,0.0849,-0.7387,-0.1264,2.0638,2.601,3.384,1.1634,1.8804,2.9679,28.8848,7.2582,5.7161,25.2378,8.5499,7.0564,0.1656,0.8907,0.6375,0.5273,0.3948,2.9373,1.0228,1.0746,1.0355,3.2447,1.2809,1.2962,1.4285,3.7337,3.2534,3.9193,3.8449,10.1637,2.0259,2.0422,2.0112,2.0676,2.0169,6.3806,12.4807,4.1489,4.1529,4.1789,9.8354,1.9582,1.9306,1.9931,1.9765,1.977,1.4481,1.771,1.5799,0.4156,0.1153,0.1032,0.0368,0.1127,1.3123,1.2171,1.3021,0.1113,0.0268,0.0181,0.0285,-106.72,30.8
POJYIX,87.45,-0.15,203.17,2.46,7.75,7.37,41.5,36.2,25,718.59,-1.7864,-1.2373,1.96,2.03,0.02,-0.04,1.97,3.24,2.25,82.13,86.36,94.63,0.3344,-0.3265,-0.1718,0.0361,-0.8765,-0.8605,2.4175,2.7215,3.377,1.2266,1.8714,1.7308,28.8878,7.2511,5.7502,25.3493,8.4796,8.6568,0.4316,0.669,0.5883,0.6233,0.461,2.9513,1.0094,1.0835,1.0383,3.2406,1.2743,1.28,1.4556,3.725,3.528,3.921,3.565,10.2249,2.0286,2.1142,2.0184,2.0358,2.0278,6.3269,12.5562,4.1477,4.1933,4.2152,9.7825,1.964,1.957,1.9298,1.9689,1.9628,1.6452,1.6946,1.5246,0.4742,0.081,0.1037,0.0951,0.0799,1.6537,1.7146,1.4651,0.4948,0.0574,0.1086,0.097,-54.37,30.8
VEJPEF,62.6,0.1,190.44,2.12,11.36,9.42,30.6,26.5,20.2,847.93,-3.1286,-1.6241,2.12,2.08,-0.05,0.04,1.93,3.08,2.18,77.69,88.26,97.3,0.3199,-0.3156,-0.1644,0.1715,-0.5721,-0.5999,2.0113,2.5872,3.3675,1.3561,1.9074,1.9067,28.9007,7.275,5.6862,25.2229,8.509,8.5196,0.3507,0.7887,0.6271,0.3986,0.4474,2.9345,1.0686,1.0421,1.0205,3.2353,1.222,1.4019,1.3778,3.6948,3.6927,3.762,3.4547,10.2243,2.0266,2.0579,2.0548,2.0326,2.0524,6.3717,12.462,4.097,4.1882,4.1768,9.8465,1.9994,1.9868,1.9527,1.9647,1.9428,1.5519,1.622,1.5364,0.3272,0.0771,0.0743,0.0533,0.0804,1.5659,1.5494,1.598,0.3545,0.0864,0.0652,0.0856,-116.69,30.7
CUVFOO,62.33,0.2,154.42,1.77,6.85,10,23.9,14.3,10,661.61,-3.0491,-1.4497,2.08,2.15,0.03,-0.05,1.94,3.1,2.23,79.41,88.11,95.93,0.2827,-0.318,-0.1511,0.1205,-0.6007,-0.5707,2.0819,2.6186,3.4049,1.3597,1.8706,1.9578,28.9203,7.2608,5.7451,25.2313,8.5388,8.5205,0.4904,0.7415,0.6128,0.4523,0.3903,2.9412,0.9946,1.0911,1.0302,3.2385,1.3096,1.2471,1.4457,3.7149,3.4196,3.9113,3.6281,10.2056,2.026,2.0912,2.0195,2.0467,2.0223,6.3647,12.5034,4.1724,4.1127,4.2183,9.8491,1.9733,1.9607,1.9852,1.9674,1.9626,1.5627,1.5038,1.6554,0.3491,0.0578,0.0422,0.1029,0.0469,1.5422,1.6198,1.5542,0.3173,0.049,0.0422,0.0434,-131.78,30.6
UKITIU,63.73,1.13,158.51,1.75,5.04,6.67,25.4,16.9,10,547.77,-2.8775,-1.4297,2.12,2.02,-0.08,0.02,1.93,3.05,2.25,78.33,86.92,93.23,0.2736,-0.3148,-0.1477,0.1033,-0.5677,-0.5831,2.1724,2.645,3.3984,1.3615,1.9521,1.9497,28.9599,7.2494,5.7593,25.253,8.5042,8.5051,0.5284,0.7015,0.611,0.3855,0.5105,2.9427,0.9809,1.1122,1.0189,3.2391,1.3682,1.1823,1.4483,3.7157,3.619,3.7815,3.5692,10.2114,2.0355,2.0723,2.0428,2.0344,2.0264,6.3526,12.5273,4.191,4.1239,4.2124,9.8464,1.9905,1.9433,1.9673,1.9669,1.9784,1.5612,1.6517,1.4937,0.3271,0.0502,0.0597,0.0773,0.0506,1.5481,1.4817,1.6885,0.3417,0.0718,0.0585,0.0494,-135.72,30.6
VUZFIG,74.26,1.81,213.01,2.43,7.6,7.94,42.5,30.6,18.5,668.61,-3.699,-3.3206,2.01,2.33,-0.04,-0.06,2.01,3.14,2.25,76.1,91.2,101.52,0.4034,-0.2671,-0.1318,0.0909,-0.5646,-0.0332,2.1597,2.6146,3.4233,1.2714,2.0363,2.9666,28.7781,7.2388,5.7297,25.2262,8.458,7.1278,0.3132,0.8158,0.5873,0.4766,0.2476,2.9348,1.0366,1.04,1.0218,3.2486,1.2427,1.3187,1.3808,3.7428,3.4591,3.8418,3.7009,10.1644,2.0334,2.0541,2.0208,2.0391,2.017,6.3101,12.4702,4.1341,4.144,4.1922,9.8162,1.9331,1.9827,1.9692,1.9709,1.9603,1.5121,1.6917,1.4467,0.3986,0.094,0.0855,0.0564,0.1008,1.2474,1.2903,1.2221,0.1139,0.0323,0.0144,0.0269,-263.46,30.5
SICQEC,63.96,0.4,168.65,1.68,6.74,12.51,27.9,18.8,12.2,712.34,-2.9579,-1.5922,1.97,2.2,0.02,-0.04,1.95,3.12,2.24,80.11,86.73,94.35,0.196,-0.3288,-0.1504,0.1279,-0.1178,-0.6768,2.2256,2.6404,3.4076,1.3884,3.0106,1.965,28.9739,7.2576,5.7484,25.2251,7.1905,8.5451,0.5258,0.7176,0.5963,0.5494,0.3312,2.9423,0.9884,1.1,1.0275,3.2412,1.3371,1.2237,1.451,3.7156,3.4365,3.8885,3.6292,10.2023,2.0262,2.0855,2.0223,2.0466,2.0217,6.3895,12.5702,4.1973,4.1196,4.2533,9.8443,1.9757,1.9603,1.9786,1.9631,1.9666,1.3426,1.1919,1.3632,0.0822,0.0104,0.01,0.0236,0.0107,1.5734,1.6914,1.4999,0.3512,0.0441,0.0632,0.0447,-121.73,30.5
QEPFIB,65.41,0.29,167.22,1.62,4.48,7.79,27.4,17.7,8.7,531.83,-2.7204,-1.4041,2.02,2.09,-0.01,-0.02,1.95,3.11,2.25,79.57,86.34,93.33,0.189,-0.3275,-0.1536,0.0907,-0.1591,-0.7225,2.2491,2.6442,3.3806,1.3645,2.9318,1.9249,28.9589,7.2585,5.7516,25.2659,7.2687,8.5497,0.5261,0.687,0.593,0.4678,0.4382,2.945,0.9823,1.1062,1.0286,3.2416,1.3331,1.221,1.4556,3.7181,3.4797,3.8925,3.6049,10.2142,2.026,2.0969,2.0243,2.0434,2.0236,6.3785,12.5807,4.1923,4.1442,4.2442,9.8518,1.9726,1.9556,1.9796,1.9718,1.9722,1.378,1.2037,1.3542,0.0806,0.0104,0.0116,0.0214,0.0104,1.6131,1.7052,1.4862,0.364,0.0465,0.0733,0.0471,-115.75,30.4
TIWXAY,88.67,0.31,181.35,1.74,3.79,7.18,28.6,15.9,8,526.53,-3.2602,-1.8171,2.28,1.96,-0.16,0.09,1.95,3.09,2.25,79.81,88.41,96.33,0.2842,-0.3025,-0.1394,0.1327,-0.5896,-0.5323,2.174,2.6254,3.4157,1.4036,1.9795,2.104,28.8885,7.2554,5.7459,25.2151,8.4971,8.4985,0.54,0.7167,0.5937,0.2893,0.5552,2.9402,0.9811,1.1258,0.9981,3.2414,1.3198,1.2333,1.4314,3.7131,3.4993,3.919,3.5359,10.2,2.0241,2.0859,2.0182,2.0449,2.0269,6.3176,12.5393,4.1998,4.1488,4.1907,9.8588,1.9499,1.9679,1.9831,1.9794,1.9786,1.5388,1.6021,1.5811,0.3116,0.047,0.0512,0.0894,0.0361,1.5101,1.6864,1.4733,0.3433,0.0296,0.0642,0.0424,-177.08,30.4
YEJKED,83.61,-0.24,183.33,2.66,7.68,7.46,32.1,25.3,16.1,663.05,-3.1723,-1.608,2.14,1.9,-0.07,0.06,1.96,3.12,2.24,80.18,87.44,96.62,0.1743,-0.3107,-0.1426,0.1305,-0.6193,-0.134,2.2927,2.6301,3.4818,1.3899,1.9797,3.1412,28.9399,7.2407,5.7963,25.217,8.4892,7.0371,0.5109,0.7487,0.568,0.2995,0.6036,2.9395,0.9919,1.0622,1.055,3.2416,1.3006,1.2592,1.4333,3.7157,3.5069,3.8757,3.5752,10.1959,2.0314,2.0744,2.0224,2.0449,2.0227,6.3655,12.6243,4.1915,4.1601,4.2727,9.8359,1.9784,1.9352,1.979,1.9847,1.9585,1.5124,1.6989,1.4633,0.4173,0.0505,0.0831,0.1152,0.0585,1.3403,1.1725,1.3843,0.087,0.0139,0.0109,0.0106,-168.24,30.4
FOBNEQ,88.99,-1.99,184.05,1.78,5.75,13.29,28.9,16.6,9.9,749.99,-3.9335,-3.6952,2.23,1.92,0,0.04,1.96,3.04,2.32,77.42,88.7,98.76,0.3362,-0.2505,-0.1038,0.1359,-0.5666,-0.4977,2.4043,2.6557,3.4825,1.4527,1.9586,2.132,28.8954,7.2257,5.7753,25.1637,8.523,8.4837,0.5697,0.701,0.5823,0.3117,0.6407,2.9362,0.9788,1.1338,0.9589,3.2443,1.332,1.2418,1.3539,3.7324,3.4926,3.9117,3.5588,10.1687,2.0213,2.0684,2.0163,2.0418,2.0208,6.3053,12.5515,4.2052,4.1563,4.19,9.8069,1.909,1.938,1.9935,1.9824,1.984,1.5044,1.5965,1.5834,0.3331,0.045,0.0523,0.0979,0.0411,1.469,1.6946,1.4688,0.3482,0.0262,0.0708,0.0414,-339.19,30.4
HASCEJ,90.51,6.1,204.36,1.88,7.55,8.5,35.3,26.3,16.7,635.08,-3.0517,-1.3611,1.95,2.09,-0.05,-0.08,1.97,3.33,2.18,80.75,89.59,104.73,0.2807,-0.334,-0.1694,0.1215,-0.7376,-0.1405,2.0542,2.599,3.4489,1.2353,1.9773,2.9502,28.7858,7.2649,5.7326,25.2158,8.5496,7.1255,0.2403,0.8792,0.6101,0.527,0.3479,2.9371,1.0107,1.1069,1.0188,3.2431,1.3032,1.2534,1.4583,3.7234,3.3975,3.9121,3.6618,10.1839,2.0222,2.0782,2.0158,2.0466,2.0211,6.3631,12.5191,4.1471,4.1531,4.2189,9.8371,1.9789,1.9546,1.9855,1.9564,1.9616,1.6055,1.6975,1.5009,0.4219,0.055,0.0977,0.0981,0.0634,1.323,1.3038,1.2118,0.1092,0.0218,0.0186,0.023,-79.8,30.3
KALREV,64.31,-1.67,186.51,1.7,8.72,6.28,29.8,22.7,15.9,643.58,-3.0768,-1.6039,2.07,2.04,0.03,0.06,1.9,3.04,2.24,77.67,86.28,95.62,0.2853,-0.3072,-0.1447,0.1459,-0.5814,-0.5872,2.1904,2.6233,3.3593,1.3739,1.9058,1.9153,28.9707,7.2647,5.7164,25.2598,8.4732,8.4974,0.4695,0.6984,0.6382,0.4453,0.4463,2.9388,1.0773,1.0156,1.0176,3.232,1.2373,1.345,1.413,3.7056,3.708,3.8171,3.4013,10.222,2.041,2.0495,2.0353,2.0471,2.0491,6.3449,12.5175,4.1592,4.1661,4.1922,9.8522,1.9952,1.9464,1.9415,1.9728,1.9963,1.5536,1.6634,1.4955,0.3398,0.0496,0.0601,0.0827,0.0561,1.5211,1.4853,1.7065,0.3458,0.0712,0.0491,0.0524,-145.38,30.3
WUGLIV,84.63,1.35,185.78,5.41,8.6,9.95,32.7,28.4,24.8,895.02,-2.7037,-2.1127,1.97,1.97,-0.04,-0.02,1.95,3.18,2.2,79.89,87.98,98.06,0.3426,-0.3176,-0.1661,0.1053,-0.5869,-0.8342,2.2848,2.631,3.405,1.2824,2.0891,1.8115,28.8672,7.2433,5.7546,25.2576,8.4667,8.6445,0.381,0.7707,0.5988,0.4896,0.5541,2.9407,0.9944,1.0997,1.0368,3.2415,1.3302,1.2262,1.4431,3.7173,3.423,3.8806,3.6691,10.2047,2.0273,2.0862,2.0213,2.0484,2.0216,6.3167,12.5415,4.1595,4.1573,4.2247,9.7993,1.9365,1.9567,1.9823,1.9569,1.9669,1.458,1.7158,1.4633,0.44,0.0416,0.0836,0.126,0.0511,1.7574,1.5775,1.4922,0.4504,0.0527,0.0922,0.0699,-112.83,30.3
WEGQOQ,85.78,1.36,220.21,2.06,9.69,8.18,37.9,30.4,18.6,696.7,-3.2696,-1.3559,2.05,2.07,0,-0.07,1.95,3.28,2.17,70.83,93.7,106.75,0.2177,-0.3232,-0.1684,0.061,-0.2186,-0.1703,1.8692,2.5994,3.3663,1.1093,3.021,3.2047,28.8195,7.2802,5.6899,25.2484,7.3009,7.1122,0,0.9254,0.6253,0.4379,0.4015,2.9355,0.9867,1.1184,1.0282,3.2444,1.3253,1.2362,1.4401,3.7357,3.501,3.8623,3.6856,10.1543,2.0257,2.0559,2.0189,2.0372,2.0165,6.4143,12.5027,4.1092,4.1752,4.2182,9.8654,1.9824,1.9624,1.9701,1.9697,1.9808,1.2954,1.348,1.353,0.0808,0.0188,0.0167,0.0114,0.0137,1.3137,1.1996,1.3864,0.094,0.0206,0.0122,0.015,-118.88,30.2
BIVXEJ,93.72,5.15,209.39,2.64,6.44,8.97,38.3,26.6,15.8,651.71,-3.0088,-1.5373,2.08,2.07,-0.13,-0.12,1.97,3.32,2.18,82.21,89.24,104.15,0.1785,-0.3367,-0.1702,0.1124,-0.1706,-0.4473,2.1703,2.6684,3.5212,1.2599,3.1247,2.7898,28.8695,7.2728,5.7693,25.2194,7.0754,7.6017,0.2848,0.8499,0.6147,0.3983,0.4538,2.9382,1.0064,1.1144,1.0161,3.2453,1.3133,1.2578,1.4446,3.7226,3.5924,3.8967,3.4873,10.1886,2.0242,2.0737,2.0197,2.0416,2.0294,6.3933,12.5636,4.1302,4.1966,4.2368,9.8645,1.97,1.9621,1.9567,1.9707,2.005,1.3152,1.3088,1.2805,0.0937,0.0156,0.0139,0.0167,0.0103,1.1973,1.5211,1.3679,0.0625,0.0188,0.0167,0.0108,-78.53,30.2
COVPAE,104.28,-2.32,208.01,1.94,9.92,6.8,41.3,28.3,17.7,677.67,-3.1765,-1.4929,2.04,1.85,-0.11,0.1,1.95,3.06,2.22,78.38,87.86,94.44,0.3455,-0.3025,-0.1451,0.2032,-0.8918,-0.5262,3.0068,2.6254,3.4004,1.3869,1.6923,2.0533,29.1776,7.2355,5.7352,25.1867,8.5065,8.3637,0.4878,0.7619,0.6131,0.5231,0.6808,2.936,1.0164,1.0659,1.0311,3.2364,1.2833,1.2659,1.4412,3.7025,3.596,3.9023,3.401,10.195,2.0291,2.0678,2.0198,2.045,2.0333,6.2622,12.6233,4.1865,4.2051,4.2316,9.769,1.9836,1.9032,1.9787,2.0047,1.8988,1.7892,1.6723,1.4061,0.4454,0.0523,0.0979,0.1149,0.0554,1.5616,1.6376,1.45,0.3797,0.0695,0.076,0.0796,-152.86,30.2
TDLACT10,62.81,0.03,155.52,2.15,6.43,7.82,24.9,18.1,12.4,618.5,-3.1108,-1.4734,2.08,2.12,0.02,-0.03,1.93,3.11,2.22,79.2,88.7,97.25,0.291,-0.3158,-0.1519,0.1211,-0.6044,-0.589,2.0728,2.6235,3.418,1.3347,1.8954,1.9078,28.9208,7.2657,5.7406,25.2352,8.5353,8.507,0.4466,0.7639,0.6284,0.4342,0.4151,2.9402,0.9787,1.1251,1.0131,3.2357,1.3249,1.2351,1.4422,3.7161,3.5503,3.9195,3.491,10.202,2.0231,2.0839,2.0172,2.0468,2.0311,6.364,12.4964,4.167,4.1219,4.2074,9.8487,1.9714,1.9353,1.9684,1.9886,1.9849,1.5514,1.4758,1.6886,0.3549,0.0616,0.0495,0.0977,0.0524,1.5486,1.6509,1.513,0.3455,0.0468,0.0537,0.0493,-131.82,30.1
UFACOW,69.05,1.51,204.12,2.27,7.36,5.87,33.9,24.4,11.9,556.8,-2.0415,-1.5619,1.98,1.91,-0.06,-0.01,1.94,3,2.23,76.06,86.2,93.01,0.1814,-0.296,-0.1555,0.0376,-0.726,-0.2769,2.4033,2.6236,3.3656,1.2992,1.8332,2.7084,28.9507,7.259,5.7452,25.3271,8.5051,7.2664,0.3971,0.6861,0.5865,0.4907,0.5495,2.9407,0.9692,1.1082,1.0413,3.2399,1.3456,1.2331,1.3986,3.7036,3.8398,3.7695,3.3837,10.2658,2.0472,2.0423,2.0522,2.0497,2.0744,6.3643,12.6206,4.152,4.2225,4.2461,9.8337,1.9855,1.9471,1.9628,1.9609,1.9774,1.6453,1.7063,1.4581,0.3664,0.0553,0.0698,0.0966,0.0529,1.4876,1.2807,1.2758,0.0787,0.0086,0.0129,0.0099,-122.81,30.1
RUSNEB,103.45,-1.75,207.39,1.7,9.54,8.5,40.7,26.6,16.7,677.75,-3.2397,-1.5933,2.05,1.84,-0.12,0.09,1.94,3.05,2.23,78.29,87.6,94.46,0.3427,-0.2994,-0.1396,0.2009,-0.8747,-0.5214,3.0428,2.6401,3.4004,1.394,1.7313,2.0603,29.1666,7.2392,5.7332,25.1905,8.4565,8.3552,0.5036,0.7382,0.6232,0.5021,0.6762,2.9359,1.0155,1.0648,1.0279,3.2354,1.2802,1.2668,1.4412,3.7044,3.5816,3.9043,3.4162,10.1926,2.0294,2.0694,2.019,2.0431,2.0317,6.2623,12.6289,4.1904,4.2043,4.2342,9.766,1.9853,1.8939,1.9731,2.0061,1.9077,1.7928,1.6758,1.4002,0.4224,0.0414,0.0988,0.1142,0.0536,1.5574,1.64,1.4485,0.3796,0.0703,0.076,0.0816,-167.14,30.1
OBUBAQ,74.4,1.58,213.94,2.36,10.07,8.55,42.7,30.8,19.5,725.28,-3.7028,-3.3325,2.03,2.31,-0.04,-0.04,2,3.14,2.24,76.32,91.12,101.18,0.3975,-0.2702,-0.1323,0.103,-0.5607,-0.0385,2.166,2.6155,3.4237,1.284,2.0291,2.9272,28.786,7.2428,5.7295,25.2167,8.4578,7.128,0.3241,0.8069,0.5931,0.4503,0.2656,2.9349,1.0388,1.0432,1.0169,3.2472,1.2381,1.3226,1.386,3.7406,3.4688,3.832,3.6909,10.1646,2.0343,2.0546,2.0212,2.0373,2.0173,6.3118,12.4728,4.1387,4.1425,4.1916,9.818,1.9343,1.9768,1.9729,1.9697,1.9644,1.5344,1.6697,1.4451,0.3934,0.0971,0.0803,0.0569,0.0941,1.2093,1.3217,1.2319,0.1122,0.0277,0.0158,0.0318,-260.05,30
NESDOH,104.62,1.58,203.31,2.61,5.04,7.3,37.1,25.7,12.1,554.69,-2.7906,-1.1972,1.94,2.08,-0.02,-0.08,1.97,3.31,2.17,80.92,88.68,102.72,0.3607,-0.3248,-0.1725,0.1284,-0.8558,-0.5264,2.1145,2.6108,3.4619,1.2297,1.847,2.03,28.8387,7.2627,5.7738,25.2362,8.5567,8.4537,0.2567,0.8697,0.6038,0.6439,0.2986,2.9361,1.0009,1.0906,1.0491,3.2413,1.3164,1.2424,1.4492,3.7172,3.5258,3.892,3.5447,10.1919,2.0247,2.0801,2.0195,2.0436,2.024,6.3447,12.4912,4.1204,4.1405,4.2303,9.8034,1.9749,1.9502,1.9813,1.9635,1.9335,1.7647,1.6535,1.4688,0.4242,0.0667,0.0765,0.113,0.0518,1.4941,1.5073,1.6212,0.3982,0.0763,0.0812,0.0705,-86.69,30
ROLMIO,63.61,0.53,184.36,2.33,6.32,11.11,30.9,23.5,13.5,672.44,-2.9534,-1.3553,2.11,2.1,0,-0.04,1.94,3.15,2.19,79.21,88.8,96.89,0.2348,-0.3336,-0.167,0.1226,-0.6933,-0.1984,2.0017,2.6419,3.4246,1.283,1.9637,2.8094,28.8687,7.2745,5.7511,25.2358,8.5599,7.2976,0.354,0.8142,0.6286,0.3963,0.3653,2.9388,0.9906,1.1123,1.0305,3.2358,1.3242,1.2324,1.4644,3.7149,3.5101,3.9138,3.5381,10.2005,2.023,2.0877,2.0189,2.045,2.026,6.3908,12.5084,4.1559,4.1368,4.2157,9.866,1.9758,1.9521,1.9765,1.9839,1.9777,1.6214,1.6746,1.4936,0.3567,0.0502,0.0668,0.0949,0.046,1.4406,1.1991,1.3303,0.0764,0.0106,0.0068,0.01,-90.05,30
BAXNAP,90.05,0.22,190.78,2.57,6.17,9.95,31.2,20.4,12.8,651.14,-2.2313,-1.5737,1.98,1.97,-0.02,0,1.94,3.12,2.43,78.44,82.05,89.9,0.2813,-0.2879,-0.1448,-0.1131,-0.8631,-0.8428,2.7009,2.7249,3.277,1.226,1.8179,1.8044,28.9602,7.201,5.7766,25.449,8.4803,8.4835,0.6374,0.3929,0.6265,0.5516,0.5628,2.9657,0.9838,1.064,1.0475,3.2475,1.3025,1.2583,1.4027,3.7498,3.5392,3.9203,3.6766,10.2271,2.0266,2.1172,2.0224,2.0362,2.0247,6.3168,12.6404,4.1984,4.203,4.2391,9.7615,1.9631,1.9436,1.9428,1.9705,1.9415,1.7694,1.6794,1.4244,0.4337,0.0357,0.0911,0.1219,0.0701,1.7775,1.5665,1.5147,0.4299,0.0627,0.0706,0.0628,-112.75,30
JIPXOY,63.39,-0.03,186.49,2.42,8.48,9.23,31.5,28,20.8,710.32,-2.8272,-1.581,2,2.18,-0.01,0.01,1.93,3.18,2.18,80.04,88.09,96.96,0.2464,-0.3469,-0.174,0.1487,-0.1664,-0.6947,2.1361,2.6532,3.4472,1.2916,2.9198,1.9261,28.9034,7.2753,5.7616,25.2178,7.2018,8.5568,0.3361,0.844,0.6424,0.5089,0.3777,2.9384,0.994,1.1149,1.0326,3.234,1.3246,1.2376,1.4739,3.711,3.5169,3.9154,3.5104,10.1976,2.0219,2.0849,2.0182,2.0451,2.0274,6.394,12.5152,4.1515,4.1265,4.2372,9.8444,1.9735,1.9335,1.9763,1.9829,1.9781,1.383,1.1926,1.3531,0.0799,0.0126,0.0068,0.026,0.0101,1.6004,1.6713,1.5103,0.3531,0.0516,0.0549,0.0436,-79.36,29.9
CAFMIF,82.65,0.73,178.45,1.84,3.97,5.87,29.8,17.5,6.8,494.36,-2.8598,-1.3555,2.11,1.99,-0.02,-0.04,1.96,3.08,2.21,78.26,88.41,94.25,0.3026,-0.3202,-0.1593,0.1244,-0.4631,-0.7276,2.1127,2.6167,3.3721,1.3233,2.0853,1.8301,28.8362,7.265,5.7345,25.241,8.4357,8.5506,0.4272,0.7762,0.5909,0.3158,0.5358,2.9401,0.9834,1.1173,1.0238,3.2404,1.3246,1.2247,1.4541,3.7103,3.4954,3.9007,3.5588,10.2103,2.0268,2.0922,2.0217,2.0446,2.0251,6.332,12.5217,4.1649,4.1607,4.196,9.8437,1.9697,1.9401,1.976,1.9799,1.9779,1.459,1.5944,1.556,0.3458,0.0353,0.0648,0.1009,0.044,1.6838,1.6874,1.4386,0.3791,0.0368,0.0699,0.0689,-123.44,29.9
