Ligand,Bite Angle (°),Cone Angle (°),Sterimol B1,Sterimol B5,Sterimol L,% Buried Volume (3.5A),% Buried Volume (5.0A),% Buried Volume (7.0A),SASA (A^2),HOMO Energy (eV),LUMO Energy (eV),Cu-L1 (A),Cu-L2 (A),Cu-N (A),Lowdin Charge (Cu),Lowdin Charge (N),Lowdin Charge (L1),Lowdin Charge (L2),Bonded Valence (Cu),Bonded Valence (N),Bonded Valence (L1),Bonded Valence (L2),Atomic Population (Cu),Atomic Population (N),Atomic Population (L1),Atomic Population (L2),Bond Order (Cu-N),Bond Order (Cu-L1),Bond Order (Cu-L2),Orbital Charge N(s),Orbital Charge N(pz),Orbital Charge N(px),Orbital Charge N(py),Orbital Charge Cu(s),Orbital Charge Cu(p),Orbital Charge Cu(pz),Orbital Charge Cu(px),Orbital Charge Cu(py),Orbital Charge Cu(d),Orbital Charge Cu(dxz),Orbital Charge Cu(dyz),Orbital Charge Cu(dxy),Orbital Charge Cu(dz2),Orbital Charge Cu(dx2y2),Orbital Charge L1(pz),Orbital Charge L1(px),Orbital Charge L1(py),Orbital Charge L1(d),Orbital Charge L1(dxz),Orbital Charge L1(dyz),Orbital Charge L1(dxy),Orbital Charge L1(dz2),Orbital Charge L1(dx2y2),Orbital Charge L2(pz),Orbital Charge L2(px),Orbital Charge L2(py),Orbital Charge L2(d),Orbital Charge L2(dxz),Orbital Charge L2(dyz),Orbital Charge L2(dxy),Orbital Charge L2(dz2),Orbital Charge L2(dx2y2),Ea
PUFJIK,61.97,154.84,1.81,6.03,9.21,23.8,15.2,11.4,538.33,-3.4336,-1.7357,2.22,1.99,1.86,0.3966,-0.2596,-0.6265,-0.5789,1.6399,2.9359,1.9126,2.0313,28.8459,7.3276,8.615,8.545,0.6961,0.3139,0.5261,3.1596,1.2217,1.3629,1.4318,6.4444,12.3517,4.109,4.1503,4.0924,9.8073,1.908,1.9839,1.9672,1.9709,1.9773,1.6094,1.5007,1.6216,0.3498,0.0623,0.078,0.0769,0.0451,0.0876,1.554,1.6614,1.4931,0.352,0.0609,0.0768,0.0778,0.0516,0.0849,39.6
PEPROS,66.84,211.86,2.88,15.12,6.36,37.4,30.1,21.3,846.75,-2.3059,-0.8423,2.03,1.95,1.88,0.1419,-0.2574,-0.2621,-0.2679,1.9365,2.9084,2.9458,2.6486,28.9411,7.2925,7.2288,7.1549,0.622,0.387,0.5261,3.1629,1.2583,1.3625,1.388,6.4725,12.5536,4.1503,4.1918,4.2116,9.832,1.9187,1.9537,1.9775,1.9906,1.9915,1.4164,1.4016,1.2091,0.0783,0.008,0.0205,0.0209,0.0095,0.0194,1.4331,1.35,1.2359,0.0771,0.0106,0.0199,0.0172,0.0092,0.0202,47.7
DUYYUS,83.55,188,2.84,6.21,9.46,32.3,26.3,19.5,632.29,-4.6639,-4.1302,1.91,1.93,1.84,0.588,-0.214,-0.6074,-0.5949,2.2508,3.0177,2.0932,2.1424,28.6002,7.2648,8.5151,8.5303,0.7476,0.5591,0.5261,3.1688,1.2918,1.274,1.3981,6.3069,12.4423,4.1175,4.1598,4.165,9.6628,1.9523,1.9376,1.8568,1.9658,1.9503,1.4978,1.4604,1.6848,0.4516,0.0905,0.1032,0.0793,0.1036,0.075,1.4366,1.4718,1.7376,0.4375,0.089,0.0944,0.0965,0.0697,0.0879,31.8
ACUGAG,90.9,194.51,2.54,6.39,7.75,32.4,21.6,12.9,519.1,-2.0084,-0.9817,1.9,1.97,1.87,0.3257,-0.2403,-0.8796,-0.8708,2.1299,2.8719,1.8903,1.8609,28.889,7.2704,8.5621,8.5068,0.5997,0.6638,0.5261,3.1615,1.2311,1.3865,1.3741,6.4,12.5167,4.1262,4.2093,4.1812,9.7576,1.901,1.9697,1.974,1.9703,1.9426,1.709,1.6674,1.5191,0.4183,0.0739,0.0834,0.1086,0.0647,0.0877,1.5974,1.5972,1.6743,0.4185,0.0909,0.0783,0.0814,0.0886,0.0793,47.4
HOFNAR01,78.47,203.45,3.25,11.18,6.74,46.2,38.3,24,744.29,-3.5373,-1.0036,2.24,1.97,1.9,0.3279,-0.261,-0.4982,-0.1763,1.7396,2.9943,2.0458,3.0031,28.7986,7.3044,8.4404,7.2258,0.6969,0.2232,0.5262,3.1677,1.4139,1.2323,1.3655,6.4249,12.4214,4.1743,4.1596,4.0875,9.8258,1.9389,1.9588,1.979,1.9637,1.9855,1.5017,1.5658,1.5647,0.3509,0.0724,0.062,0.0748,0.0571,0.0846,1.4051,1.3913,1.1633,0.0796,0.0081,0.0181,0.0221,0.01,0.0212,41.8
HEFTUI,96.5,197.97,1.63,5.28,7.81,30.6,19.4,10.5,462.93,-2.1947,-0.383,1.98,1.95,1.93,0.3568,-0.2415,-0.6065,-0.727,1.7589,2.8732,1.9856,1.986,28.7487,7.2864,8.4983,8.577,0.5851,0.4143,0.5262,3.1683,1.2574,1.3059,1.4263,6.3671,12.4635,4.1406,4.1308,4.1921,9.8126,1.9216,1.9738,1.9589,1.9757,1.9827,1.5039,1.5486,1.6811,0.3634,0.0855,0.0752,0.0624,0.0699,0.0704,1.5016,1.6029,1.6994,0.4012,0.0781,0.1014,0.0587,0.0958,0.0674,42.2
SEPDIA02,94.35,202.96,1.92,8.18,9.37,34.5,23.8,13.5,577.24,-2.988,-1.5319,1.97,1.99,1.93,0.3019,-0.2519,-0.0943,-0.7433,1.9078,2.8928,3.065,1.9766,28.8159,7.296,7.0938,8.5851,0.6132,0.516,0.5263,3.1695,1.2203,1.3623,1.4183,6.3795,12.4899,4.1159,4.1803,4.1936,9.8287,1.9345,1.979,1.9745,1.971,1.9697,1.2437,1.4082,1.1448,0.1197,0.0221,0.0205,0.0399,0.018,0.0193,1.5142,1.6383,1.6661,0.3981,0.0771,0.0929,0.0671,0.0923,0.0687,39.5
XIZXIO,81.04,216.09,2.07,9.78,6.55,36.4,27.4,15.6,573.08,-3.4842,-1.6405,2.18,1.99,1.92,0.3023,-0.2517,-0.5,-0.2368,1.667,2.9738,2.071,2.9327,28.7999,7.2744,8.475,7.261,0.653,0.2571,0.5264,3.1682,1.3377,1.2535,1.4111,6.4351,12.4299,4.1201,4.1984,4.1114,9.8327,1.9282,1.9781,1.9752,1.9734,1.9776,1.4963,1.5198,1.6191,0.3542,0.0677,0.0585,0.0784,0.0518,0.0978,1.3566,1.3848,1.2526,0.0775,0.0151,0.0148,0.021,0.0094,0.0173,43
FIXNIJ,89.3,215.81,2.44,9.21,7.17,44,30.9,16.6,588.65,-1.923,-0.3376,2.03,2.03,1.91,0.238,-0.2416,0.0687,-0.9116,2.307,2.8881,3.4503,1.9016,29.0792,7.2521,6.1187,8.4855,0.5592,0.9193,0.5264,3.1689,1.2128,1.4047,1.3716,6.4643,12.5479,4.1023,4.2193,4.2263,9.7499,1.9729,1.9036,1.9553,1.9609,1.9572,0.8554,0.984,1.0944,0.1142,0.0184,0.0151,0.0159,0.04,0.0248,1.6712,1.6524,1.6113,0.4022,0.0544,0.0683,0.0917,0.0936,0.0943,26.5
XAJDOC,85.75,192.92,2.49,7.29,10.07,37.8,28.5,19.7,659.83,-2.8525,-1.5635,1.99,1.96,1.91,0.297,-0.2513,-0.7489,-0.0976,2.0125,2.9478,1.9304,3.2195,28.9035,7.2637,8.5433,7.0788,0.645,0.5673,0.5265,3.1663,1.1847,1.4008,1.4171,6.3846,12.5048,4.0529,4.2291,4.2228,9.8136,1.9593,1.9825,1.9531,1.9442,1.9746,1.5201,1.6391,1.6484,0.3998,0.0805,0.0685,0.0779,0.0943,0.0786,1.2201,1.4152,1.2222,0.0954,0.0129,0.0172,0.0289,0.0114,0.0249,34.1
OJOPIN,78.64,204.08,2.44,6.89,7.96,43,31.2,16.5,556.61,-3.1373,-0.9799,2.27,1.96,1.92,0.2134,-0.2704,-0.2768,-0.3955,1.6716,2.9334,2.5628,2.9057,28.7771,7.2838,7.4582,7.5744,0.647,0.1894,0.5266,3.1706,1.3349,1.4074,1.2763,6.4635,12.4837,4.1209,4.221,4.1417,9.8394,1.9278,1.9708,1.969,1.9769,1.9949,1.3022,1.23,1.4696,0.0795,0.0229,0.0156,0.0087,0.0134,0.0189,1.4077,1.4137,1.2828,0.0612,0.0092,0.0126,0.0207,0.01,0.0087,59.6
LAPZEI,86.46,186.52,1.67,4.1,17.21,28.8,16.9,9.3,653.33,-2.2793,-0.8031,2,1.97,1.89,0.3424,-0.245,-0.7481,-0.71,1.8561,2.8736,1.9642,2.0151,28.8345,7.2875,8.5773,8.5501,0.6107,0.524,0.5266,3.1632,1.3558,1.419,1.2212,6.3898,12.4655,4.1615,4.1996,4.1044,9.8023,1.9316,1.9445,1.9739,1.9801,1.9721,1.5344,1.681,1.6061,0.3793,0.0862,0.073,0.0654,0.0859,0.0688,1.6368,1.5001,1.6491,0.3863,0.0988,0.0547,0.0836,0.0685,0.0807,43.3
EVAWEE,85.43,184.41,1.59,5.6,8.84,30.5,21,12.5,506.77,-4.3951,-3.974,2.02,2.02,1.86,0.4247,-0.2412,-0.572,-0.1008,2.0898,2.9849,2.101,3.2363,28.7452,7.3202,8.503,7.0571,0.7313,0.4869,0.5267,3.171,1.4136,1.3395,1.236,6.3641,12.4551,4.1532,4.1442,4.1577,9.7561,1.9613,1.9547,1.9907,1.8586,1.9909,1.4513,1.6676,1.5398,0.3864,0.0666,0.0701,0.095,0.0544,0.1002,1.2924,1.2361,1.3059,0.0927,0.0193,0.0144,0.017,0.0104,0.0316,32.7
XENFAY,97.29,247.59,1.86,6.09,9.33,46.2,32.5,16.4,547.74,-3.8195,-2.7332,1.95,1.98,1.97,0.3308,-0.1715,-0.654,-0.1695,1.9081,3.1344,2.039,3.134,28.7597,7.2097,8.5377,7.1192,0.5688,0.4917,0.5268,3.1634,1.3326,1.2355,1.3561,6.3452,12.4958,4.1095,4.1914,4.1948,9.8281,1.9479,1.9416,1.988,1.968,1.9828,1.5169,1.5266,1.6956,0.4108,0.0898,0.0558,0.0991,0.0664,0.0997,1.3094,1.2298,1.3709,0.0867,0.0184,0.0098,0.0258,0.0128,0.0199,46.9
RIWBUW,97.88,198.35,2.61,8.17,9.61,33.4,22.7,17,647.71,-3.6323,-2.3943,1.95,2.01,1.94,0.4636,-0.144,-0.4869,-0.5742,1.8237,3.2029,2.1658,2.0104,28.8135,7.0735,8.4653,8.5287,0.5985,0.4896,0.527,3.1551,1.2608,1.3629,1.2789,6.2482,12.4311,4.0412,4.2134,4.1764,9.8572,1.9784,1.9908,1.9658,1.9606,1.9615,1.4448,1.5788,1.6045,0.3811,0.092,0.0874,0.054,0.0995,0.0482,1.4088,1.6809,1.6166,0.3644,0.0751,0.1034,0.0512,0.0921,0.0426,17.3
VAXGEI,84.7,198.75,1.7,7.19,8.81,31.7,22.9,15.4,548.71,-4.5435,-4.1706,2.01,2.01,1.84,0.4225,-0.2348,-0.566,-0.0757,2.0929,3.0237,2.1113,3.2667,28.7277,7.316,8.5047,7.0494,0.7587,0.4863,0.5271,3.1716,1.3842,1.3182,1.2785,6.3635,12.4635,4.1449,4.159,4.1596,9.7505,1.943,1.9692,1.9487,1.8805,2.0091,1.4586,1.6478,1.5495,0.3833,0.0733,0.0768,0.0822,0.0665,0.0845,1.3062,1.2162,1.2953,0.0928,0.0216,0.0147,0.0171,0.011,0.0285,32.5
XALDIX,81.67,231.31,2.62,5.91,8.74,41.8,32.3,17.4,552.48,-3.4607,-2.1581,1.96,2.01,1.89,0.2984,-0.2471,-0.1607,-0.0424,2.1539,2.9283,3.0765,3.155,28.8096,7.282,7.1436,7.0368,0.6798,0.5361,0.5272,3.162,1.3497,1.2327,1.4211,6.4191,12.5081,4.1603,4.1571,4.1907,9.7744,1.9432,1.9324,1.9869,1.9693,1.9426,1.3996,1.193,1.2809,0.1191,0.026,0.0164,0.0306,0.0159,0.0302,1.1651,1.4259,1.1597,0.1278,0.0245,0.0253,0.0313,0.0249,0.0217,40.3
BERMYA,80.64,232.41,1.8,5.79,9.69,40.1,26.4,15.2,573.42,-3.6468,-3.0771,2.12,1.96,1.88,0.496,-0.2275,-0.6644,-0.028,2.2123,2.9873,2.0061,3.2046,28.7089,7.2294,8.5114,7.0991,0.6733,0.3988,0.5273,3.1588,1.3596,1.2774,1.3503,6.3174,12.4522,4.1559,4.2009,4.0954,9.7344,1.8561,1.962,1.9921,1.9665,1.9577,1.5581,1.5495,1.6388,0.3737,0.0698,0.0614,0.0934,0.053,0.096,1.2186,1.3934,1.1974,0.0958,0.0145,0.018,0.0258,0.0129,0.0247,31.3
NUQGIR,93.09,212.59,1.54,10.34,8.85,39.8,29.5,19.2,699.13,-3.1176,-1.7592,1.94,1.96,1.93,0.2921,-0.2488,-0.7368,-0.0781,1.9328,2.9611,2.0542,3.1431,28.8047,7.2677,8.5715,7.0747,0.6345,0.5179,0.5277,3.1686,1.4119,1.2747,1.3116,6.382,12.5074,4.1797,4.1551,4.1727,9.8185,1.9415,1.9681,1.981,1.9739,1.954,1.5422,1.5876,1.6762,0.4188,0.0754,0.0899,0.0851,0.0803,0.0881,1.2296,1.4331,1.1233,0.1206,0.0194,0.0207,0.0369,0.0202,0.0233,43.6
IFAFEB,62.35,181.4,2.22,9.38,8.86,30.3,23.7,17.1,680.97,-3.5206,-1.4408,2.31,1.93,1.87,0.2729,-0.2715,-0.2133,-0.1366,1.6936,2.9605,2.9767,3.1776,28.8231,7.3119,7.3159,7.2211,0.7106,0.195,0.5278,3.1641,1.1961,1.3987,1.4309,6.4853,12.4159,4.0933,4.2039,4.1187,9.826,1.9264,1.9878,1.9625,1.9747,1.9746,1.441,1.2539,1.2765,0.0776,0.0156,0.016,0.0175,0.0092,0.0193,1.3775,1.3133,1.2281,0.0846,0.0123,0.0193,0.0189,0.0114,0.0227,37.5
HEZWIT,87.79,185.32,1.7,8.07,9.83,34.8,24.3,13.7,598.1,-3.8949,-2.2839,2.12,1.97,1.91,0.3451,-0.2396,-0.5893,-0.0786,1.8054,3.0127,2.1044,3.1758,28.8497,7.2479,8.459,7.0638,0.6903,0.3108,0.5278,3.1637,1.3353,1.3831,1.2769,6.3928,12.4372,4.1827,4.2077,4.0468,9.8248,1.929,1.9813,1.9673,1.9978,1.9494,1.5041,1.6936,1.4937,0.3775,0.0492,0.0899,0.0858,0.0768,0.0759,1.2277,1.3669,1.2396,0.0925,0.0182,0.0145,0.021,0.014,0.0248,27.9
CAPXEZ,93.58,199.85,4.64,10.23,7.01,43.4,37.2,28.3,833.83,-4.141,-2.2313,1.98,2,1.93,0.3885,-0.2499,-0.5956,-0.0713,1.9852,2.9722,2.0566,3.1037,28.7781,7.2756,8.3763,6.9276,0.6667,0.4005,0.5279,3.1696,1.402,1.4104,1.1894,6.3746,12.4453,4.1885,4.1925,4.0643,9.7916,1.9255,1.9637,1.9583,1.9713,1.9728,1.5655,1.5752,1.5043,0.4454,0.076,0.1054,0.0926,0.0688,0.1026,1.2064,1.3203,1.2505,0.1235,0.0381,0.0203,0.0165,0.0292,0.0195,36.9
DUPWIX,85.64,185.57,1.83,5.11,10.85,28.6,19.2,12,549.2,-2.4537,-1.2785,2.02,1.95,1.88,0.3566,-0.2467,-0.6639,-0.7109,1.7745,2.8898,2.0305,2.023,28.7871,7.286,8.5271,8.6254,0.6259,0.4341,0.5279,3.1628,1.3346,1.4194,1.2446,6.3895,12.4539,4.1444,4.1884,4.1212,9.8,1.9318,1.9322,1.9739,1.9752,1.9868,1.5244,1.6522,1.5554,0.3993,0.0764,0.0731,0.0825,0.0837,0.0836,1.6388,1.473,1.6641,0.4057,0.0966,0.0663,0.0905,0.0626,0.0897,44.4
QETSEN,87.2,187.26,3.32,9.01,12.95,28.9,17,11.5,817.27,-2.1697,-0.8539,1.98,1.99,1.88,0.3364,-0.243,-0.748,-0.7458,1.8699,2.872,1.9867,1.9805,28.8395,7.2887,8.5726,8.5733,0.6084,0.5405,0.5281,3.1615,1.297,1.3575,1.3401,6.3904,12.4726,4.1403,4.1747,4.1576,9.8006,1.9093,1.9532,1.9801,1.9773,1.9809,1.6024,1.5053,1.7107,0.3812,0.084,0.0577,0.0888,0.0724,0.0783,1.5641,1.6591,1.5926,0.3804,0.0703,0.0724,0.0844,0.0795,0.0738,42.4
FAMFEH01,64.17,229.73,2.04,8.58,9.22,55.7,45.8,27.4,723.19,-3.4014,-1.3361,2.12,1.98,3.18,0.5376,-0.2153,-0.5679,-0.5604,1.7617,2.9774,1.9386,1.8367,28.8635,7.2976,8.4901,8.4838,0,0.4269,0.5282,3.1302,1.4392,1.3524,1.2149,6.2873,12.3504,4.0894,4.1606,4.1004,9.8247,1.9295,1.9762,1.9868,1.9677,1.9646,1.5435,1.5322,1.6195,0.336,0.062,0.0658,0.0781,0.0502,0.0799,1.5616,1.5959,1.4789,0.4131,0.057,0.0853,0.1055,0.0617,0.1037,45.5
NIJYIP,87.37,192.79,1.85,7.53,8.94,33.8,23.4,15.8,547.14,-3.7476,-2.5457,2.03,2.05,1.97,0.379,-0.1372,-0.1033,-0.6579,1.8422,3.1411,3.165,1.9821,28.8917,7.0564,7.0501,8.5101,0.5368,0.4779,0.5282,3.1583,1.227,1.2596,1.4062,6.2762,12.4445,4.0936,4.174,4.1769,9.9003,1.9869,1.9668,1.9793,1.9903,1.977,1.4065,1.2343,1.2227,0.092,0.0229,0.0225,0.0161,0.0137,0.0168,1.43,1.6603,1.6519,0.375,0.1068,0.0677,0.0537,0.0989,0.0479,11.6
CEKBUP,95.39,205.93,1.69,4.65,8.46,31.3,20.6,12.3,486.05,-5.2044,-4.8224,1.86,1.84,1.84,0.6571,-0.1626,-0.5383,-0.5308,2.4657,3.0886,2.1344,2.217,28.5059,7.1991,8.4195,8.487,0.7888,0.58,0.5282,3.1792,1.2329,1.2557,1.4151,6.2627,12.4731,4.1418,4.1538,4.1775,9.6071,1.9679,1.8556,1.8666,1.9929,1.9241,1.4769,1.4116,1.7393,0.4163,0.1043,0.0931,0.0609,0.1037,0.0543,1.454,1.4864,1.7117,0.3952,0.0852,0.0879,0.0775,0.07,0.0746,30.2
ZAQHIK,85.6,184.35,1.52,7.59,9.71,30.1,19.8,13.4,609.86,-3.2421,-1.6421,2.06,1.95,1.9,0.4182,-0.2509,-0.4995,-0.6797,1.7637,2.923,2.0887,2.0222,28.7842,7.3078,8.4642,8.5295,0.6668,0.3633,0.5283,3.166,1.3848,1.3645,1.2539,6.3786,12.4045,4.1659,4.1532,4.0854,9.7986,1.9155,1.9846,1.9802,1.971,1.9473,1.4749,1.5634,1.6063,0.3526,0.0593,0.0666,0.0806,0.0579,0.0883,1.6046,1.5826,1.5865,0.3936,0.0787,0.0544,0.102,0.0523,0.1061,41.9
LAJNUF,85.71,182,3.57,7.27,11,37.8,31.1,24.2,713.06,-3.8714,-3.0426,2.1,2.01,1.92,0.4605,-0.2378,-0.5436,-0.4564,1.9254,3.0326,2.0838,2.1155,28.8516,7.2521,8.4684,8.4303,0.7041,0.4128,0.5283,3.1646,1.1938,1.3926,1.4063,6.3016,12.4083,4.0776,4.1798,4.1509,9.8296,1.9724,1.982,1.9047,1.9726,1.9977,1.5136,1.5029,1.649,0.3543,0.0869,0.0672,0.0704,0.0731,0.0566,1.481,1.523,1.5632,0.3824,0.0867,0.0918,0.0585,0.0932,0.0522,25.7
NOHDUK,93.19,196.45,2.24,8.29,9.01,32.4,23.4,16.6,668.61,-3.0173,-1.5829,1.94,1.93,1.92,0.4223,-0.2468,-0.6021,-0.6893,1.9289,2.9001,2.1125,2.061,28.723,7.2863,8.4535,8.5618,0.6148,0.4733,0.5283,3.1679,1.3684,1.4192,1.2096,6.3453,12.4501,4.1567,4.1919,4.1014,9.7824,1.9538,1.9522,1.9548,1.941,1.9806,1.4854,1.4859,1.7169,0.4053,0.1101,0.0708,0.0689,0.0874,0.0681,1.5993,1.5722,1.6015,0.4064,0.0988,0.0778,0.0703,0.086,0.0735,38.6
VIGCIX,80.05,175.79,1.54,7.29,10.61,30.1,20,13.4,607.88,-3.9995,-2.393,2.17,1.99,1.9,0.3728,-0.2486,-0.5881,0.0101,1.8301,3.0029,2.0791,3.035,28.7805,7.247,8.5125,7.0245,0.6998,0.3099,0.5284,3.1638,1.2258,1.3691,1.4087,6.3648,12.4267,4.0571,4.1802,4.1894,9.8358,1.9819,1.948,1.9279,1.9711,2.0068,1.4828,1.6169,1.6026,0.3565,0.0769,0.0783,0.0621,0.0873,0.052,1.3474,1.1034,1.1911,0.1528,0.039,0.031,0.0298,0.02,0.0329,23.8
NAMPOH,88.88,188.43,1.52,6.98,8.87,31.6,22.1,13.3,531.84,-3.6023,-2.6152,2.06,1.93,1.9,0.4306,-0.2489,-0.4979,-0.6355,1.7877,2.959,2.011,2.0838,28.7537,7.2879,8.4662,8.5237,0.6719,0.3336,0.5284,3.1654,1.4077,1.4197,1.1752,6.3732,12.4107,4.1574,4.1847,4.0685,9.7854,1.9091,1.9759,1.9682,1.9864,1.9458,1.4422,1.6189,1.5649,0.3709,0.0549,0.073,0.0957,0.0601,0.0873,1.5442,1.6145,1.5798,0.3969,0.0831,0.0603,0.0885,0.0595,0.1055,38.7
LOGBEP,94.36,196.67,1.63,7.13,7.94,31.7,23.7,17.9,641.06,-3.0677,-2.1566,1.97,1.94,1.92,0.4268,-0.246,-0.6481,-0.6735,1.8841,2.9162,2.0039,2.0667,28.7409,7.2846,8.6411,8.5536,0.6198,0.4519,0.5284,3.1684,1.3317,1.4229,1.2414,6.3455,12.4439,4.1151,4.1843,4.1445,9.7838,1.9528,1.9315,1.9521,1.9465,2.0009,1.4876,1.5485,1.667,0.4408,0.1059,0.074,0.0868,0.0969,0.0773,1.558,1.58,1.6266,0.3951,0.0824,0.0794,0.0809,0.0713,0.0812,38
VALNII,84.15,190,2.81,10.78,9,28.6,20.7,17.5,751.8,-4.4988,-4.1466,1.96,1.96,1.83,0.5636,-0.2179,-0.5639,-0.5348,2.1665,3.012,2.0382,2.1221,28.6094,7.2871,8.5288,8.492,0.7497,0.517,0.5284,3.1707,1.3455,1.3781,1.2412,6.3198,12.4347,4.1248,4.1557,4.1543,9.6819,1.9564,1.897,1.9864,1.9111,1.9309,1.4722,1.6532,1.5393,0.3777,0.0632,0.0648,0.1006,0.0524,0.0968,1.5079,1.4987,1.6255,0.3886,0.0815,0.0591,0.0927,0.0624,0.0929,34.7
VABYEE,81.48,224.08,2.08,8.02,9.99,37,27.1,16.7,626.31,-3.9732,-3.4971,2.13,1.94,1.97,0.4259,-0.2235,-0.0516,-0.6152,2.3781,2.9572,3.1571,2.1572,28.8336,7.2104,7.0434,8.5452,0.5374,0.4241,0.5286,3.1725,1.3577,1.2409,1.371,6.2756,12.5056,4.1672,4.1934,4.145,9.7929,1.9649,1.9716,1.9852,1.8954,1.9758,1.1933,1.4565,1.1235,0.116,0.0168,0.0279,0.026,0.0196,0.0256,1.5474,1.5081,1.6374,0.4222,0.0964,0.0734,0.092,0.0751,0.0854,26.2
HPMSAH,83.92,182.69,2.41,5.38,10.25,28.2,16.9,11.2,572.43,-2.7795,-2.0096,2.03,1.98,1.89,0.3771,-0.2507,-0.5857,-0.7032,1.7728,2.8943,2.0788,1.9974,28.7851,7.3081,8.4885,8.557,0.633,0.41,0.5287,3.1648,1.212,1.4098,1.3807,6.3865,12.4297,4.0994,4.1711,4.1593,9.8066,1.9412,1.9417,1.9447,1.9732,2.0057,1.478,1.6598,1.54,0.3791,0.0706,0.0748,0.0861,0.064,0.0836,1.5954,1.5063,1.688,0.3778,0.0805,0.0545,0.0934,0.0672,0.0822,44.7
